capability_id,capability_name,description,source_or_algorithm,runtime_service,endpoint_or_contract,data_source,calculation_mode,user_role,screen,visible_component,coverage_state,data_state,canonicality,evidence_path,owner,last_verified_at,notes
CAP-F5C8984FC6A0,About,API capability discovered at GET /about,backend/framework/about/about.cjs,DISCOVERY_REQUIRED,GET /about,JSON,DISCOVERY_REQUIRED,AUTHENTICATED_USER,REGISTER,backend/framework/tests/framework.test.cjs,UI_PARTIAL,REAL_SNAPSHOT,REVIEW_REQUIRED,backend/framework/about/about.cjs|docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json|docs/99-governance/pr-053-p0-batch-15-evidence-closure/PR-053-P0-BATCH-15-EVIDENCE-CLOSURE.md,DISCOVERY_REQUIRED,2026-08-01T10:05:11Z,origin=LOCAL_ONLY;confidence=HIGH;frontend_consumers=1;quality_filtered=true;human_validation=PENDING;full_power_preservation=REQUIRED;pr020_semantic_duplicate_of=CAP-1FBA01D3C252;candidate_retained=true;human_confirmation=REQUIRED;ui_complete=false;pr026_runtime=PENDING;pr026_missing=SOURCE|SERVICE|CALCULATION|TEST;pr026_human_confirmation=REQUIRED;pr026_ui_complete=false;pr053_batch=B15_SERVICE_ONLY;pr053_machine_evidence=CLOSED;pr053_evidence_paths=docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json;pr053_human_confirmation=REQUIRED;pr053_ui_complete=false
CAP-8CF3F7EFFA7B,Account Trial,Business or platform capability discovered from account_trial in backend/app/api/v1/frontend_contract.py,backend/app/api/v1/frontend_contract.py::account_trial,DISCOVERY_REQUIRED,GET /contract/status|POST /auth/register|POST /auth/login|POST /auth/2fa/verify|POST /auth/magic-link|GET /auth/magic-link/verify|POST /auth/forgot|POST /auth/reset|POST /account/activate|GET /account/trial|GET /packages|GET /me/entitlements|POST /payments/checkout|POST /payments/webhook|GET /me/subscription|GET /markets|GET /assets|GET /assets/{asset_id}/decision|GET /assets/{asset_id}/chart|GET /brief/today|GET /me/watchlist|POST /me/watchlist|DELETE /me/watchlist/{asset_id}|GET /me/dashboard|GET /me/alert-prefs|PUT /me/alert-prefs|POST /me/channels/telegram/link|POST /me/channels/telegram/verify|POST /me/channels/email/test|GET /admin/registrations|POST /admin/registrations/{registration_id}/decision|GET /admin/trials|GET /admin/payments|POST /admin/payments/{payment_id}/approve|POST /admin/payments/{payment_id}/reject|GET /admin/layers|GET /admin/health|GET /contract/status|POST /auth/register|POST /auth/login|POST /auth/2fa/verify|POST /auth/magic-link|GET /auth/magic-link/verify|POST /auth/forgot|POST /auth/reset|POST /account/activate|GET /account/trial|GET /packages|GET /me/entitlements|POST /payments/checkout|POST /payments/webhook|GET /me/subscription|GET /markets|GET /assets|GET /assets/{asset_id}/decision|GET /assets/{asset_id}/chart|GET /brief/today|GET /me/watchlist|POST /me/watchlist|DELETE /me/watchlist/{asset_id}|GET /me/dashboard|GET /me/alert-prefs|PUT /me/alert-prefs|POST /me/channels/telegram/link|POST /me/channels/telegram/verify|POST /me/channels/email/test|GET /admin/registrations|POST /admin/registrations/{registration_id}/decision|GET /admin/trials|GET /admin/payments|POST /admin/payments/{payment_id}/approve|POST /admin/payments/{payment_id}/reject|GET /admin/layers|GET /admin/health,UNKNOWN,DISCOVERY_REQUIRED,ADMIN,TRIAL,DISCOVERY_REQUIRED,UI_PARTIAL,UNKNOWN,REVIEW_REQUIRED,backend/app/api/v1/frontend_contract.py|docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json|docs/99-governance/pr-047-p0-batch-09-evidence-closure/PR-047-P0-BATCH-09-EVIDENCE-CLOSURE.md,DISCOVERY_REQUIRED,2026-08-01T09:42:28Z,origin=LOCAL_ONLY;confidence=HIGH;business_keyword_score=14;quality_filtered=true;human_validation=PENDING;full_power_preservation=REQUIRED;pr020_semantic_duplicate_of=CAP-235EF538DEF9;candidate_retained=true;human_confirmation=REQUIRED;ui_complete=false;pr025_source_recovery=RECOVERED_FROM_LOCAL;pr025_recovered_paths=backend/app/api/v1/frontend_contract.py;pr025_human_review=REQUIRED;pr025_ui_complete=false;pr026_runtime=PENDING;pr026_missing=SERVICE|REAL_DATA|CALCULATION|TEST|UI;pr026_human_confirmation=REQUIRED;pr026_ui_complete=false;pr047_batch=B09_SERVICE_REAL_DATA;pr047_machine_evidence=CLOSED;pr047_evidence_paths=docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json;pr047_human_confirmation=REQUIRED;pr047_ui_complete=false
CAP-E739D717BE35,Admin Health,Business or platform capability discovered from admin_health in backend/app/api/v1/frontend_contract.py,backend/app/api/v1/frontend_contract.py::admin_health,DISCOVERY_REQUIRED,GET /contract/status|POST /auth/register|POST /auth/login|POST /auth/2fa/verify|POST /auth/magic-link|GET /auth/magic-link/verify|POST /auth/forgot|POST /auth/reset|POST /account/activate|GET /account/trial|GET /packages|GET /me/entitlements|POST /payments/checkout|POST /payments/webhook|GET /me/subscription|GET /markets|GET /assets|GET /assets/{asset_id}/decision|GET /assets/{asset_id}/chart|GET /brief/today|GET /me/watchlist|POST /me/watchlist|DELETE /me/watchlist/{asset_id}|GET /me/dashboard|GET /me/alert-prefs|PUT /me/alert-prefs|POST /me/channels/telegram/link|POST /me/channels/telegram/verify|POST /me/channels/email/test|GET /admin/registrations|POST /admin/registrations/{registration_id}/decision|GET /admin/trials|GET /admin/payments|POST /admin/payments/{payment_id}/approve|POST /admin/payments/{payment_id}/reject|GET /admin/layers|GET /admin/health|GET /contract/status|POST /auth/register|POST /auth/login|POST /auth/2fa/verify|POST /auth/magic-link|GET /auth/magic-link/verify|POST /auth/forgot|POST /auth/reset|POST /account/activate|GET /account/trial|GET /packages|GET /me/entitlements|POST /payments/checkout|POST /payments/webhook|GET /me/subscription|GET /markets|GET /assets|GET /assets/{asset_id}/decision|GET /assets/{asset_id}/chart|GET /brief/today|GET /me/watchlist|POST /me/watchlist|DELETE /me/watchlist/{asset_id}|GET /me/dashboard|GET /me/alert-prefs|PUT /me/alert-prefs|POST /me/channels/telegram/link|POST /me/channels/telegram/verify|POST /me/channels/email/test|GET /admin/registrations|POST /admin/registrations/{registration_id}/decision|GET /admin/trials|GET /admin/payments|POST /admin/payments/{payment_id}/approve|POST /admin/payments/{payment_id}/reject|GET /admin/layers|GET /admin/health,UNKNOWN,DISCOVERY_REQUIRED,ADMIN,TRIAL,DISCOVERY_REQUIRED,UI_PARTIAL,UNKNOWN,REVIEW_REQUIRED,backend/app/api/v1/frontend_contract.py|docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json|docs/99-governance/pr-047-p0-batch-09-evidence-closure/PR-047-P0-BATCH-09-EVIDENCE-CLOSURE.md,DISCOVERY_REQUIRED,2026-08-01T09:42:28Z,origin=LOCAL_ONLY;confidence=HIGH;business_keyword_score=14;quality_filtered=true;human_validation=PENDING;full_power_preservation=REQUIRED;pr020_semantic_duplicate_of=CAP-235EF538DEF9;candidate_retained=true;human_confirmation=REQUIRED;ui_complete=false;pr025_source_recovery=RECOVERED_FROM_LOCAL;pr025_recovered_paths=backend/app/api/v1/frontend_contract.py;pr025_human_review=REQUIRED;pr025_ui_complete=false;pr026_runtime=PENDING;pr026_missing=SERVICE|REAL_DATA|CALCULATION|TEST|UI;pr026_human_confirmation=REQUIRED;pr026_ui_complete=false;pr047_batch=B09_SERVICE_REAL_DATA;pr047_machine_evidence=CLOSED;pr047_evidence_paths=docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json;pr047_human_confirmation=REQUIRED;pr047_ui_complete=false
CAP-A069C614B1B1,Admin Layers,Business or platform capability discovered from admin_layers in backend/app/api/v1/frontend_contract.py,backend/app/api/v1/frontend_contract.py::admin_layers,DISCOVERY_REQUIRED,GET /contract/status|POST /auth/register|POST /auth/login|POST /auth/2fa/verify|POST /auth/magic-link|GET /auth/magic-link/verify|POST /auth/forgot|POST /auth/reset|POST /account/activate|GET /account/trial|GET /packages|GET /me/entitlements|POST /payments/checkout|POST /payments/webhook|GET /me/subscription|GET /markets|GET /assets|GET /assets/{asset_id}/decision|GET /assets/{asset_id}/chart|GET /brief/today|GET /me/watchlist|POST /me/watchlist|DELETE /me/watchlist/{asset_id}|GET /me/dashboard|GET /me/alert-prefs|PUT /me/alert-prefs|POST /me/channels/telegram/link|POST /me/channels/telegram/verify|POST /me/channels/email/test|GET /admin/registrations|POST /admin/registrations/{registration_id}/decision|GET /admin/trials|GET /admin/payments|POST /admin/payments/{payment_id}/approve|POST /admin/payments/{payment_id}/reject|GET /admin/layers|GET /admin/health|GET /contract/status|POST /auth/register|POST /auth/login|POST /auth/2fa/verify|POST /auth/magic-link|GET /auth/magic-link/verify|POST /auth/forgot|POST /auth/reset|POST /account/activate|GET /account/trial|GET /packages|GET /me/entitlements|POST /payments/checkout|POST /payments/webhook|GET /me/subscription|GET /markets|GET /assets|GET /assets/{asset_id}/decision|GET /assets/{asset_id}/chart|GET /brief/today|GET /me/watchlist|POST /me/watchlist|DELETE /me/watchlist/{asset_id}|GET /me/dashboard|GET /me/alert-prefs|PUT /me/alert-prefs|POST /me/channels/telegram/link|POST /me/channels/telegram/verify|POST /me/channels/email/test|GET /admin/registrations|POST /admin/registrations/{registration_id}/decision|GET /admin/trials|GET /admin/payments|POST /admin/payments/{payment_id}/approve|POST /admin/payments/{payment_id}/reject|GET /admin/layers|GET /admin/health,UNKNOWN,DISCOVERY_REQUIRED,ADMIN,TRIAL,DISCOVERY_REQUIRED,UI_PARTIAL,UNKNOWN,REVIEW_REQUIRED,backend/app/api/v1/frontend_contract.py|docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json|docs/99-governance/pr-047-p0-batch-09-evidence-closure/PR-047-P0-BATCH-09-EVIDENCE-CLOSURE.md,DISCOVERY_REQUIRED,2026-08-01T09:42:28Z,origin=LOCAL_ONLY;confidence=HIGH;business_keyword_score=14;quality_filtered=true;human_validation=PENDING;full_power_preservation=REQUIRED;pr020_semantic_duplicate_of=CAP-235EF538DEF9;candidate_retained=true;human_confirmation=REQUIRED;ui_complete=false;pr025_source_recovery=RECOVERED_FROM_LOCAL;pr025_recovered_paths=backend/app/api/v1/frontend_contract.py;pr025_human_review=REQUIRED;pr025_ui_complete=false;pr026_runtime=PENDING;pr026_missing=SERVICE|REAL_DATA|CALCULATION|TEST|UI;pr026_human_confirmation=REQUIRED;pr026_ui_complete=false;pr047_batch=B09_SERVICE_REAL_DATA;pr047_machine_evidence=CLOSED;pr047_evidence_paths=docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json;pr047_human_confirmation=REQUIRED;pr047_ui_complete=false
CAP-6F5DF526EE59,Admin Only,Business or platform capability discovered from adminOnly in backend/ndsp_admin_ui_proxy.cjs,backend/ndsp_admin_ui_proxy.cjs::adminOnly,ndsp-admin-ui-proxy.service,GET /api/admin-ui/health|GET /api/admin-ui/summary|GET /api/admin-ui/users|GET /api/admin-ui/payments|GET /api/admin-ui/trials|GET /api/admin-ui/packages|GET /api/admin-ui/markets|GET /api/admin-ui/alerts|POST /api/admin-ui/alerts/channel|POST /api/admin-ui/alerts/test|GET /api/admin-ui/backups|GET /api/admin-ui/governance|POST /api/admin-ui/action,JSON,CALCULATED_REAL,ADMIN,TRIAL,DISCOVERY_REQUIRED,UI_PARTIAL,REAL_SNAPSHOT,REVIEW_REQUIRED,backend/ndsp_admin_ui_proxy.cjs,DISCOVERY_REQUIRED,2026-07-31T23:17:31Z,origin=ON_MAIN;confidence=HIGH;business_keyword_score=10;quality_filtered=true;human_validation=PENDING;full_power_preservation=REQUIRED;pr020_semantic_duplicate_of=CAP-170A28FFB0E7;candidate_retained=true;human_confirmation=REQUIRED;ui_complete=false;pr026_runtime=PENDING;pr026_missing=TEST|UI;pr026_human_confirmation=REQUIRED;pr026_ui_complete=false;pr028_quick_win=PARTIAL_REMEDIATION;pr028_remaining=UI;pr028_human_confirmation=REQUIRED;pr028_ui_complete=false;pr029_remaining_quick_win=CLOSED_MACHINE_VERIFIED;pr029_evidence=ui:frontend/user-portal-vite/src/features/remaining-quick-wins;pr029_human_confirmation=REQUIRED;pr029_ui_complete=false
CAP-B2BAF38F8204,Admin Only,Business or platform capability discovered from adminOnly in backend/auth_api/ndsp_admin_ui_proxy.cjs,backend/auth_api/ndsp_admin_ui_proxy.cjs::adminOnly,ndsp-admin-ui-proxy.service,GET /api/admin-ui/health|GET /api/admin-ui/summary|GET /api/admin-ui/users|GET /api/admin-ui/payments|GET /api/admin-ui/trials|GET /api/admin-ui/packages|GET /api/admin-ui/markets|GET /api/admin-ui/alerts|POST /api/admin-ui/alerts/channel|POST /api/admin-ui/alerts/test|GET /api/admin-ui/backups|GET /api/admin-ui/governance|POST /api/admin-ui/action,JSON,CALCULATED_REAL,ADMIN,TRIAL,DISCOVERY_REQUIRED,UI_PARTIAL,REAL_SNAPSHOT,REVIEW_REQUIRED,backend/auth_api/ndsp_admin_ui_proxy.cjs,DISCOVERY_REQUIRED,2026-07-31T22:08:07Z,origin=LOCAL_ONLY;confidence=HIGH;business_keyword_score=10;quality_filtered=true;human_validation=PENDING;full_power_preservation=REQUIRED;pr020_semantic_duplicate_of=CAP-170A28FFB0E7;candidate_retained=true;human_confirmation=REQUIRED;ui_complete=false;pr026_runtime=PENDING;pr026_missing=SOURCE|TEST|UI;pr026_human_confirmation=REQUIRED;pr026_ui_complete=false
CAP-3FBDCF7CE0E5,Admin Payment Approve,Business or platform capability discovered from admin_payment_approve in backend/app/api/v1/frontend_contract.py,backend/app/api/v1/frontend_contract.py::admin_payment_approve,DISCOVERY_REQUIRED,GET /contract/status|POST /auth/register|POST /auth/login|POST /auth/2fa/verify|POST /auth/magic-link|GET /auth/magic-link/verify|POST /auth/forgot|POST /auth/reset|POST /account/activate|GET /account/trial|GET /packages|GET /me/entitlements|POST /payments/checkout|POST /payments/webhook|GET /me/subscription|GET /markets|GET /assets|GET /assets/{asset_id}/decision|GET /assets/{asset_id}/chart|GET /brief/today|GET /me/watchlist|POST /me/watchlist|DELETE /me/watchlist/{asset_id}|GET /me/dashboard|GET /me/alert-prefs|PUT /me/alert-prefs|POST /me/channels/telegram/link|POST /me/channels/telegram/verify|POST /me/channels/email/test|GET /admin/registrations|POST /admin/registrations/{registration_id}/decision|GET /admin/trials|GET /admin/payments|POST /admin/payments/{payment_id}/approve|POST /admin/payments/{payment_id}/reject|GET /admin/layers|GET /admin/health|GET /contract/status|POST /auth/register|POST /auth/login|POST /auth/2fa/verify|POST /auth/magic-link|GET /auth/magic-link/verify|POST /auth/forgot|POST /auth/reset|POST /account/activate|GET /account/trial|GET /packages|GET /me/entitlements|POST /payments/checkout|POST /payments/webhook|GET /me/subscription|GET /markets|GET /assets|GET /assets/{asset_id}/decision|GET /assets/{asset_id}/chart|GET /brief/today|GET /me/watchlist|POST /me/watchlist|DELETE /me/watchlist/{asset_id}|GET /me/dashboard|GET /me/alert-prefs|PUT /me/alert-prefs|POST /me/channels/telegram/link|POST /me/channels/telegram/verify|POST /me/channels/email/test|GET /admin/registrations|POST /admin/registrations/{registration_id}/decision|GET /admin/trials|GET /admin/payments|POST /admin/payments/{payment_id}/approve|POST /admin/payments/{payment_id}/reject|GET /admin/layers|GET /admin/health,UNKNOWN,DISCOVERY_REQUIRED,ADMIN,TRIAL,DISCOVERY_REQUIRED,UI_PARTIAL,UNKNOWN,REVIEW_REQUIRED,backend/app/api/v1/frontend_contract.py|docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json|docs/99-governance/pr-047-p0-batch-09-evidence-closure/PR-047-P0-BATCH-09-EVIDENCE-CLOSURE.md,DISCOVERY_REQUIRED,2026-08-01T09:42:28Z,origin=LOCAL_ONLY;confidence=HIGH;business_keyword_score=14;quality_filtered=true;human_validation=PENDING;full_power_preservation=REQUIRED;pr020_semantic_duplicate_of=CAP-235EF538DEF9;candidate_retained=true;human_confirmation=REQUIRED;ui_complete=false;pr025_source_recovery=RECOVERED_FROM_LOCAL;pr025_recovered_paths=backend/app/api/v1/frontend_contract.py;pr025_human_review=REQUIRED;pr025_ui_complete=false;pr026_runtime=PENDING;pr026_missing=SERVICE|REAL_DATA|CALCULATION|TEST|UI;pr026_human_confirmation=REQUIRED;pr026_ui_complete=false;pr047_batch=B09_SERVICE_REAL_DATA;pr047_machine_evidence=CLOSED;pr047_evidence_paths=docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json;pr047_human_confirmation=REQUIRED;pr047_ui_complete=false
CAP-531AC9AE3E7D,Admin Payment Reject,Business or platform capability discovered from admin_payment_reject in backend/app/api/v1/frontend_contract.py,backend/app/api/v1/frontend_contract.py::admin_payment_reject,DISCOVERY_REQUIRED,GET /contract/status|POST /auth/register|POST /auth/login|POST /auth/2fa/verify|POST /auth/magic-link|GET /auth/magic-link/verify|POST /auth/forgot|POST /auth/reset|POST /account/activate|GET /account/trial|GET /packages|GET /me/entitlements|POST /payments/checkout|POST /payments/webhook|GET /me/subscription|GET /markets|GET /assets|GET /assets/{asset_id}/decision|GET /assets/{asset_id}/chart|GET /brief/today|GET /me/watchlist|POST /me/watchlist|DELETE /me/watchlist/{asset_id}|GET /me/dashboard|GET /me/alert-prefs|PUT /me/alert-prefs|POST /me/channels/telegram/link|POST /me/channels/telegram/verify|POST /me/channels/email/test|GET /admin/registrations|POST /admin/registrations/{registration_id}/decision|GET /admin/trials|GET /admin/payments|POST /admin/payments/{payment_id}/approve|POST /admin/payments/{payment_id}/reject|GET /admin/layers|GET /admin/health|GET /contract/status|POST /auth/register|POST /auth/login|POST /auth/2fa/verify|POST /auth/magic-link|GET /auth/magic-link/verify|POST /auth/forgot|POST /auth/reset|POST /account/activate|GET /account/trial|GET /packages|GET /me/entitlements|POST /payments/checkout|POST /payments/webhook|GET /me/subscription|GET /markets|GET /assets|GET /assets/{asset_id}/decision|GET /assets/{asset_id}/chart|GET /brief/today|GET /me/watchlist|POST /me/watchlist|DELETE /me/watchlist/{asset_id}|GET /me/dashboard|GET /me/alert-prefs|PUT /me/alert-prefs|POST /me/channels/telegram/link|POST /me/channels/telegram/verify|POST /me/channels/email/test|GET /admin/registrations|POST /admin/registrations/{registration_id}/decision|GET /admin/trials|GET /admin/payments|POST /admin/payments/{payment_id}/approve|POST /admin/payments/{payment_id}/reject|GET /admin/layers|GET /admin/health,UNKNOWN,DISCOVERY_REQUIRED,ADMIN,TRIAL,DISCOVERY_REQUIRED,UI_PARTIAL,UNKNOWN,REVIEW_REQUIRED,backend/app/api/v1/frontend_contract.py|docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json|docs/99-governance/pr-047-p0-batch-09-evidence-closure/PR-047-P0-BATCH-09-EVIDENCE-CLOSURE.md,DISCOVERY_REQUIRED,2026-08-01T09:42:28Z,origin=LOCAL_ONLY;confidence=HIGH;business_keyword_score=14;quality_filtered=true;human_validation=PENDING;full_power_preservation=REQUIRED;pr020_semantic_duplicate_of=CAP-235EF538DEF9;candidate_retained=true;human_confirmation=REQUIRED;ui_complete=false;pr025_source_recovery=RECOVERED_FROM_LOCAL;pr025_recovered_paths=backend/app/api/v1/frontend_contract.py;pr025_human_review=REQUIRED;pr025_ui_complete=false;pr026_runtime=PENDING;pr026_missing=SERVICE|REAL_DATA|CALCULATION|TEST|UI;pr026_human_confirmation=REQUIRED;pr026_ui_complete=false;pr047_batch=B09_SERVICE_REAL_DATA;pr047_machine_evidence=CLOSED;pr047_evidence_paths=docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json;pr047_human_confirmation=REQUIRED;pr047_ui_complete=false
CAP-BE68902B1F61,Admin Payments,Business or platform capability discovered from admin_payments in backend/app/api/v1/frontend_contract.py,backend/app/api/v1/frontend_contract.py::admin_payments,DISCOVERY_REQUIRED,GET /contract/status|POST /auth/register|POST /auth/login|POST /auth/2fa/verify|POST /auth/magic-link|GET /auth/magic-link/verify|POST /auth/forgot|POST /auth/reset|POST /account/activate|GET /account/trial|GET /packages|GET /me/entitlements|POST /payments/checkout|POST /payments/webhook|GET /me/subscription|GET /markets|GET /assets|GET /assets/{asset_id}/decision|GET /assets/{asset_id}/chart|GET /brief/today|GET /me/watchlist|POST /me/watchlist|DELETE /me/watchlist/{asset_id}|GET /me/dashboard|GET /me/alert-prefs|PUT /me/alert-prefs|POST /me/channels/telegram/link|POST /me/channels/telegram/verify|POST /me/channels/email/test|GET /admin/registrations|POST /admin/registrations/{registration_id}/decision|GET /admin/trials|GET /admin/payments|POST /admin/payments/{payment_id}/approve|POST /admin/payments/{payment_id}/reject|GET /admin/layers|GET /admin/health|GET /contract/status|POST /auth/register|POST /auth/login|POST /auth/2fa/verify|POST /auth/magic-link|GET /auth/magic-link/verify|POST /auth/forgot|POST /auth/reset|POST /account/activate|GET /account/trial|GET /packages|GET /me/entitlements|POST /payments/checkout|POST /payments/webhook|GET /me/subscription|GET /markets|GET /assets|GET /assets/{asset_id}/decision|GET /assets/{asset_id}/chart|GET /brief/today|GET /me/watchlist|POST /me/watchlist|DELETE /me/watchlist/{asset_id}|GET /me/dashboard|GET /me/alert-prefs|PUT /me/alert-prefs|POST /me/channels/telegram/link|POST /me/channels/telegram/verify|POST /me/channels/email/test|GET /admin/registrations|POST /admin/registrations/{registration_id}/decision|GET /admin/trials|GET /admin/payments|POST /admin/payments/{payment_id}/approve|POST /admin/payments/{payment_id}/reject|GET /admin/layers|GET /admin/health,UNKNOWN,DISCOVERY_REQUIRED,ADMIN,TRIAL,DISCOVERY_REQUIRED,UI_PARTIAL,UNKNOWN,REVIEW_REQUIRED,backend/app/api/v1/frontend_contract.py|docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json|docs/99-governance/pr-047-p0-batch-09-evidence-closure/PR-047-P0-BATCH-09-EVIDENCE-CLOSURE.md,DISCOVERY_REQUIRED,2026-08-01T09:42:28Z,origin=LOCAL_ONLY;confidence=HIGH;business_keyword_score=14;quality_filtered=true;human_validation=PENDING;full_power_preservation=REQUIRED;pr020_semantic_duplicate_of=CAP-235EF538DEF9;candidate_retained=true;human_confirmation=REQUIRED;ui_complete=false;pr025_source_recovery=RECOVERED_FROM_LOCAL;pr025_recovered_paths=backend/app/api/v1/frontend_contract.py;pr025_human_review=REQUIRED;pr025_ui_complete=false;pr026_runtime=PENDING;pr026_missing=SERVICE|REAL_DATA|CALCULATION|TEST|UI;pr026_human_confirmation=REQUIRED;pr026_ui_complete=false;pr047_batch=B09_SERVICE_REAL_DATA;pr047_machine_evidence=CLOSED;pr047_evidence_paths=docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json;pr047_human_confirmation=REQUIRED;pr047_ui_complete=false
CAP-968B626DE9C3,Admin Registration Decision,Business or platform capability discovered from admin_registration_decision in backend/app/api/v1/frontend_contract.py,backend/app/api/v1/frontend_contract.py::admin_registration_decision,DISCOVERY_REQUIRED,GET /contract/status|POST /auth/register|POST /auth/login|POST /auth/2fa/verify|POST /auth/magic-link|GET /auth/magic-link/verify|POST /auth/forgot|POST /auth/reset|POST /account/activate|GET /account/trial|GET /packages|GET /me/entitlements|POST /payments/checkout|POST /payments/webhook|GET /me/subscription|GET /markets|GET /assets|GET /assets/{asset_id}/decision|GET /assets/{asset_id}/chart|GET /brief/today|GET /me/watchlist|POST /me/watchlist|DELETE /me/watchlist/{asset_id}|GET /me/dashboard|GET /me/alert-prefs|PUT /me/alert-prefs|POST /me/channels/telegram/link|POST /me/channels/telegram/verify|POST /me/channels/email/test|GET /admin/registrations|POST /admin/registrations/{registration_id}/decision|GET /admin/trials|GET /admin/payments|POST /admin/payments/{payment_id}/approve|POST /admin/payments/{payment_id}/reject|GET /admin/layers|GET /admin/health|GET /contract/status|POST /auth/register|POST /auth/login|POST /auth/2fa/verify|POST /auth/magic-link|GET /auth/magic-link/verify|POST /auth/forgot|POST /auth/reset|POST /account/activate|GET /account/trial|GET /packages|GET /me/entitlements|POST /payments/checkout|POST /payments/webhook|GET /me/subscription|GET /markets|GET /assets|GET /assets/{asset_id}/decision|GET /assets/{asset_id}/chart|GET /brief/today|GET /me/watchlist|POST /me/watchlist|DELETE /me/watchlist/{asset_id}|GET /me/dashboard|GET /me/alert-prefs|PUT /me/alert-prefs|POST /me/channels/telegram/link|POST /me/channels/telegram/verify|POST /me/channels/email/test|GET /admin/registrations|POST /admin/registrations/{registration_id}/decision|GET /admin/trials|GET /admin/payments|POST /admin/payments/{payment_id}/approve|POST /admin/payments/{payment_id}/reject|GET /admin/layers|GET /admin/health,UNKNOWN,DISCOVERY_REQUIRED,ADMIN,TRIAL,DISCOVERY_REQUIRED,UI_PARTIAL,UNKNOWN,REVIEW_REQUIRED,backend/app/api/v1/frontend_contract.py|docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json|docs/99-governance/pr-047-p0-batch-09-evidence-closure/PR-047-P0-BATCH-09-EVIDENCE-CLOSURE.md,DISCOVERY_REQUIRED,2026-08-01T09:42:28Z,origin=LOCAL_ONLY;confidence=HIGH;business_keyword_score=14;quality_filtered=true;human_validation=PENDING;full_power_preservation=REQUIRED;pr020_semantic_duplicate_of=CAP-235EF538DEF9;candidate_retained=true;human_confirmation=REQUIRED;ui_complete=false;pr025_source_recovery=RECOVERED_FROM_LOCAL;pr025_recovered_paths=backend/app/api/v1/frontend_contract.py;pr025_human_review=REQUIRED;pr025_ui_complete=false;pr026_runtime=PENDING;pr026_missing=SERVICE|REAL_DATA|CALCULATION|TEST|UI;pr026_human_confirmation=REQUIRED;pr026_ui_complete=false;pr047_batch=B09_SERVICE_REAL_DATA;pr047_machine_evidence=CLOSED;pr047_evidence_paths=docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json;pr047_human_confirmation=REQUIRED;pr047_ui_complete=false
