ID	RouteType	Method	PathGuess	SourcePath	SourceLine	SHA256	Snippet	Classification	Notes
RTE-000001	SOURCE_ROUTE_CANDIDATE	GET	/auth-debug	apps/ndsp-governance-bridge/policies/admin_snapshot/tdl_v2_policy_admin.py	77	bd044be248c4958803b6612b4e8819226b38ef874255e02f56f132e1820eb380	"@router.get(""/auth-debug"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000002	SOURCE_ROUTE_CANDIDATE	GET	/policy	apps/ndsp-governance-bridge/policies/admin_snapshot/tdl_v2_policy_admin.py	98	bd044be248c4958803b6612b4e8819226b38ef874255e02f56f132e1820eb380	"@router.get(""/policy"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000003	SOURCE_ROUTE_CANDIDATE	POST	/policy	apps/ndsp-governance-bridge/policies/admin_snapshot/tdl_v2_policy_admin.py	108	bd044be248c4958803b6612b4e8819226b38ef874255e02f56f132e1820eb380	"@router.post(""/policy"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000004	SOURCE_ROUTE_CANDIDATE	POST	/timing/enable	apps/ndsp-governance-bridge/policies/admin_snapshot/tdl_v2_policy_admin.py	131	bd044be248c4958803b6612b4e8819226b38ef874255e02f56f132e1820eb380	"@router.post(""/timing/enable"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000005	SOURCE_ROUTE_CANDIDATE	POST	/timing/disable	apps/ndsp-governance-bridge/policies/admin_snapshot/tdl_v2_policy_admin.py	147	bd044be248c4958803b6612b4e8819226b38ef874255e02f56f132e1820eb380	"@router.post(""/timing/disable"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000006	SOURCE_ROUTE_CANDIDATE	GET	instrument	apps/ndsp-layers-api/app.py	190	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"instrument = raw.get(""instrument"") if isinstance(raw.get(""instrument""), dict) else {}"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000007	SOURCE_ROUTE_CANDIDATE	GET	scenario	apps/ndsp-layers-api/app.py	191	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"scenario = raw.get(""scenario"") if isinstance(raw.get(""scenario""), dict) else {}"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000008	SOURCE_ROUTE_CANDIDATE	GET	allowed_public_outputs	apps/ndsp-layers-api/app.py	192	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"public = raw.get(""allowed_public_outputs"") if isinstance(raw.get(""allowed_public_outputs""), dict) else {}"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000009	SOURCE_ROUTE_CANDIDATE	GET	live_market_analysis	apps/ndsp-layers-api/app.py	193	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"live = raw.get(""live_market_analysis"") if isinstance(raw.get(""live_market_analysis""), dict) else {}"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000010	SOURCE_ROUTE_CANDIDATE	GET	symbol	apps/ndsp-layers-api/app.py	196	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"instrument.get(""symbol"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000011	SOURCE_ROUTE_CANDIDATE	GET	symbol	apps/ndsp-layers-api/app.py	197	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"or raw.get(""symbol"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000012	SOURCE_ROUTE_CANDIDATE	GET	asset	apps/ndsp-layers-api/app.py	198	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"or raw.get(""asset"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000013	SOURCE_ROUTE_CANDIDATE	GET	symbol	apps/ndsp-layers-api/app.py	199	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"or public.get(""symbol"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000014	SOURCE_ROUTE_CANDIDATE	GET	market	apps/ndsp-layers-api/app.py	201	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"market = instrument.get(""market"") or raw.get(""market"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000015	SOURCE_ROUTE_CANDIDATE	GET	live_price	apps/ndsp-layers-api/app.py	203	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"instrument.get(""live_price"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000016	SOURCE_ROUTE_CANDIDATE	GET	price	apps/ndsp-layers-api/app.py	204	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"or live.get(""price"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000017	SOURCE_ROUTE_CANDIDATE	GET	live_price	apps/ndsp-layers-api/app.py	205	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"or raw.get(""live_price"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000018	SOURCE_ROUTE_CANDIDATE	GET	price	apps/ndsp-layers-api/app.py	206	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"or raw.get(""price"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000019	SOURCE_ROUTE_CANDIDATE	GET	decision_quality	apps/ndsp-layers-api/app.py	231	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"public.get(""decision_quality"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000020	SOURCE_ROUTE_CANDIDATE	GET	decision_quality	apps/ndsp-layers-api/app.py	232	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"or raw.get(""decision_quality"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000021	SOURCE_ROUTE_CANDIDATE	GET	selected_timeframe_direction	apps/ndsp-layers-api/app.py	247	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"live.get(""selected_timeframe_direction"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000022	SOURCE_ROUTE_CANDIDATE	GET	direction	apps/ndsp-layers-api/app.py	248	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"or live.get(""direction"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000023	SOURCE_ROUTE_CANDIDATE	GET	d1_direction	apps/ndsp-layers-api/app.py	249	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"or live.get(""d1_direction"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000024	SOURCE_ROUTE_CANDIDATE	GET	h4_direction	apps/ndsp-layers-api/app.py	250	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"or live.get(""h4_direction"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000025	SOURCE_ROUTE_CANDIDATE	GET	directional_bias	apps/ndsp-layers-api/app.py	251	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"or public.get(""directional_bias"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000026	SOURCE_ROUTE_CANDIDATE	GET	scenario_directional_context	apps/ndsp-layers-api/app.py	252	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"or scenario.get(""scenario_directional_context"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000027	SOURCE_ROUTE_CANDIDATE	GET	asset	apps/ndsp-layers-api/app.py	287	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"raw_asset = context.get(""asset"") or context.get(""symbol"") or ""ETHUSDT"""	INFERRED_FROM_SOURCE	Manual verification required
RTE-000028	SOURCE_ROUTE_CANDIDATE	GET	raw_cot_connected	apps/ndsp-layers-api/app.py	294	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"if isinstance(raw_cot, dict) and raw_cot.get(""raw_cot_connected"") is True:"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000029	SOURCE_ROUTE_CANDIDATE	GET	asset_managers_bias	apps/ndsp-layers-api/app.py	295	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"am_bias = normalize_direction(raw_cot.get(""asset_managers_bias"")) or ""neutral"""	INFERRED_FROM_SOURCE	Manual verification required
RTE-000030	SOURCE_ROUTE_CANDIDATE	GET	leveraged_funds_bias	apps/ndsp-layers-api/app.py	296	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"lf_bias = normalize_direction(raw_cot.get(""leveraged_funds_bias"")) or ""neutral"""	INFERRED_FROM_SOURCE	Manual verification required
RTE-000031	SOURCE_ROUTE_CANDIDATE	GET	dealer_intermediary_bias	apps/ndsp-layers-api/app.py	297	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"dealer_bias = normalize_direction(raw_cot.get(""dealer_intermediary_bias"")) or ""neutral"""	INFERRED_FROM_SOURCE	Manual verification required
RTE-000032	SOURCE_ROUTE_CANDIDATE	GET	tdl_bias	apps/ndsp-layers-api/app.py	303	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"context[""tdl_bias""] = am_bias if am_bias == lf_bias else context.get(""tdl_bias"", am_bias)"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000033	SOURCE_ROUTE_CANDIDATE	GET	asset_managers_net	apps/ndsp-layers-api/app.py	311	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"context[""asset_managers_net""] = raw_cot.get(""asset_managers_net"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000034	SOURCE_ROUTE_CANDIDATE	GET	leveraged_funds_net	apps/ndsp-layers-api/app.py	312	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"context[""leveraged_funds_net""] = raw_cot.get(""leveraged_funds_net"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000035	SOURCE_ROUTE_CANDIDATE	GET	dealer_intermediary_net	apps/ndsp-layers-api/app.py	313	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"context[""dealer_intermediary_net""] = raw_cot.get(""dealer_intermediary_net"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000036	SOURCE_ROUTE_CANDIDATE	GET	raw_cot_status	apps/ndsp-layers-api/app.py	317	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"context[""raw_cot_status""] = raw_cot.get(""raw_cot_status"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000037	SOURCE_ROUTE_CANDIDATE	GET	source_family	apps/ndsp-layers-api/app.py	318	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"context[""raw_cot_source_family""] = raw_cot.get(""source_family"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000038	SOURCE_ROUTE_CANDIDATE	GET	market_name	apps/ndsp-layers-api/app.py	319	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"context[""raw_cot_market_name""] = raw_cot.get(""market_name"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000039	SOURCE_ROUTE_CANDIDATE	GET	report_date	apps/ndsp-layers-api/app.py	320	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"context[""raw_cot_report_date""] = raw_cot.get(""report_date"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000040	SOURCE_ROUTE_CANDIDATE	GET	source_file	apps/ndsp-layers-api/app.py	321	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"context[""raw_cot_source_file""] = raw_cot.get(""source_file"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000041	SOURCE_ROUTE_CANDIDATE	GET	raw_cot_status	apps/ndsp-layers-api/app.py	324	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"context[""raw_cot_status""] = (raw_cot or {}).get(""raw_cot_status"") if isinstance(raw_cot, dict) else ""UNAVAILABLE"""	INFERRED_FROM_SOURCE	Manual verification required
RTE-000042	SOURCE_ROUTE_CANDIDATE	GET	selected_timeframe_rsi	apps/ndsp-layers-api/app.py	328	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"live.get(""selected_timeframe_rsi"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000043	SOURCE_ROUTE_CANDIDATE	GET	rsi_4h	apps/ndsp-layers-api/app.py	329	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"or live.get(""rsi_4h"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000044	SOURCE_ROUTE_CANDIDATE	GET	horizon_strength	apps/ndsp-layers-api/app.py	346	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"public.get(""horizon_strength"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000045	SOURCE_ROUTE_CANDIDATE	GET	horizon_strength	apps/ndsp-layers-api/app.py	347	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"or live.get(""horizon_strength"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000046	SOURCE_ROUTE_CANDIDATE	GET	scenario_confidence_band	apps/ndsp-layers-api/app.py	348	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"or scenario.get(""scenario_confidence_band"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000047	SOURCE_ROUTE_CANDIDATE	GET	scenario_state	apps/ndsp-layers-api/app.py	361	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"state = str(scenario.get(""scenario_state"") or """").upper()"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000048	SOURCE_ROUTE_CANDIDATE	GET	source_mode	apps/ndsp-layers-api/app.py	375	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"context[""quality_live_source_mode""] = raw.get(""source_mode"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000049	SOURCE_ROUTE_CANDIDATE	GET	scenario_directional_context	apps/ndsp-layers-api/app.py	376	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"context[""scenario_directional_context""] = scenario.get(""scenario_directional_context"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000050	SOURCE_ROUTE_CANDIDATE	GET	reading_horizon	apps/ndsp-layers-api/app.py	377	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"context[""reading_horizon""] = public.get(""reading_horizon"") or scenario.get(""scenario_time_horizon"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000051	SOURCE_ROUTE_CANDIDATE	GET	/api/admin/layers/health	apps/ndsp-layers-api/app.py	405	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"@app.get(""/api/admin/layers/health"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000052	SOURCE_ROUTE_CANDIDATE	GET	/api/admin/layers/context	apps/ndsp-layers-api/app.py	417	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"@app.get(""/api/admin/layers/context"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000053	SOURCE_ROUTE_CANDIDATE	GET	/api/admin/layers/run	apps/ndsp-layers-api/app.py	425	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"@app.get(""/api/admin/layers/run"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000054	SOURCE_ROUTE_CANDIDATE	GET	live_context_source	apps/ndsp-layers-api/app.py	430	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"result[""input_context_source""] = payload.get(""live_context_source"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000055	SOURCE_ROUTE_CANDIDATE	POST	/api/admin/layers/run	apps/ndsp-layers-api/app.py	434	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"@app.post(""/api/admin/layers/run"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000056	SOURCE_ROUTE_CANDIDATE	GET	live_context_source	apps/ndsp-layers-api/app.py	441	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"result[""input_context_source""] = base.get(""live_context_source"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000057	SOURCE_ROUTE_CANDIDATE	GET	/api/admin/raw-cot/health	apps/ndsp-raw-cot-gateway/app.py	202	f9ddfbbcb61004b95a2f01272484dd420c8321788d6599809cf92e833e7e2dec	"@app.get(""/api/admin/raw-cot/health"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000058	SOURCE_ROUTE_CANDIDATE	GET	/api/admin/raw-cot/import-current	apps/ndsp-raw-cot-gateway/app.py	225	f9ddfbbcb61004b95a2f01272484dd420c8321788d6599809cf92e833e7e2dec	"@app.get(""/api/admin/raw-cot/import-current"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000059	SOURCE_ROUTE_CANDIDATE	POST	/api/admin/raw-cot/import-current	apps/ndsp-raw-cot-gateway/app.py	233	f9ddfbbcb61004b95a2f01272484dd420c8321788d6599809cf92e833e7e2dec	"@app.post(""/api/admin/raw-cot/import-current"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000060	SOURCE_ROUTE_CANDIDATE	GET	/api/admin/raw-cot/status	apps/ndsp-raw-cot-gateway/app.py	238	f9ddfbbcb61004b95a2f01272484dd420c8321788d6599809cf92e833e7e2dec	"@app.get(""/api/admin/raw-cot/status"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000061	SOURCE_ROUTE_CANDIDATE	GET	limit	backend/admin_users_official_api/server.js	286	e7cecf317a401c4b4b4c5f16a63c05fec922b15d68741f1d05704e099b997006	const users = await listUsers(url.searchParams.get('limit') || 100);	INFERRED_FROM_SOURCE	Manual verification required
RTE-000062	SOURCE_ROUTE_CANDIDATE	GET	/status	backend/app/api/admin/telegram_routing_admin.py	147	ecf58f385501eb7f047d5a5d28f748035b8f2bb862a16a7a446d94f0bb048beb	"@router.get(""/status"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000063	SOURCE_ROUTE_CANDIDATE	POST	/update	backend/app/api/admin/telegram_routing_admin.py	197	ecf58f385501eb7f047d5a5d28f748035b8f2bb862a16a7a446d94f0bb048beb	"@router.post(""/update"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000064	SOURCE_ROUTE_CANDIDATE	POST	/test	backend/app/api/admin/telegram_routing_admin.py	247	ecf58f385501eb7f047d5a5d28f748035b8f2bb862a16a7a446d94f0bb048beb	"@router.post(""/test"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000065	SOURCE_ROUTE_CANDIDATE	GET	ok	backend/app/api/admin/telegram_routing_admin.py	283	ecf58f385501eb7f047d5a5d28f748035b8f2bb862a16a7a446d94f0bb048beb	"ok = bool(parsed.get(""ok""))"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000066	SOURCE_ROUTE_CANDIDATE	GET	ok	backend/app/api/admin/telegram_routing_admin.py	304	ecf58f385501eb7f047d5a5d28f748035b8f2bb862a16a7a446d94f0bb048beb	"""telegram"": {""ok"": parsed.get(""ok""), ""message_id"": ((parsed.get(""result"") or {}).get(""message_id""))},"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000067	SOURCE_ROUTE_CANDIDATE	GET	/status	backend/app/api/admin/telegram_routing_v2.py	165	4c4fa399167f216140e28246a348f9b99e0e88e59f0978d096b29574aca53e8d	"@router.get(""/status"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000068	SOURCE_ROUTE_CANDIDATE	POST	/update	backend/app/api/admin/telegram_routing_v2.py	219	4c4fa399167f216140e28246a348f9b99e0e88e59f0978d096b29574aca53e8d	"@router.post(""/update"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000069	SOURCE_ROUTE_CANDIDATE	POST	/test	backend/app/api/admin/telegram_routing_v2.py	277	4c4fa399167f216140e28246a348f9b99e0e88e59f0978d096b29574aca53e8d	"@router.post(""/test"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000070	SOURCE_ROUTE_CANDIDATE	GET	ok	backend/app/api/admin/telegram_routing_v2.py	337	4c4fa399167f216140e28246a348f9b99e0e88e59f0978d096b29574aca53e8d	"ok = bool(parsed.get(""ok""))"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000071	SOURCE_ROUTE_CANDIDATE	GET	ok	backend/app/api/admin/telegram_routing_v2.py	364	4c4fa399167f216140e28246a348f9b99e0e88e59f0978d096b29574aca53e8d	"""ok"": parsed.get(""ok""),"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000072	SOURCE_ROUTE_CANDIDATE	GET	result	backend/app/api/admin/telegram_routing_v2.py	365	4c4fa399167f216140e28246a348f9b99e0e88e59f0978d096b29574aca53e8d	"""message_id"": ((parsed.get(""result"") or {}).get(""message_id"")),"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000073	SOURCE_ROUTE_CANDIDATE	GET	/debug-auth	backend/app/api/admin/telegram_routing_v2.py	369	4c4fa399167f216140e28246a348f9b99e0e88e59f0978d096b29574aca53e8d	"@router.get(""/debug-auth"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000074	SOURCE_ROUTE_CANDIDATE	GET	/api/ndsp/nowpayments-create-alias/health	backend/app/api/compat/nowpayments_create_alias.py	70	e192423d5dbc844fcf401f13c2be4399f670d6057489b8c6a9be2489553ae87c	"@router.get(""/api/ndsp/nowpayments-create-alias/health"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000075	SOURCE_ROUTE_CANDIDATE	POST	/api/v6/payments/nowpayments/subscription/create	backend/app/api/compat/nowpayments_create_alias.py	82	e192423d5dbc844fcf401f13c2be4399f670d6057489b8c6a9be2489553ae87c	"@router.post(""/api/v6/payments/nowpayments/subscription/create"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000076	SOURCE_ROUTE_CANDIDATE	POST	/api/payments/nowpayments/subscription/create	backend/app/api/compat/nowpayments_create_alias.py	83	e192423d5dbc844fcf401f13c2be4399f670d6057489b8c6a9be2489553ae87c	"@router.post(""/api/payments/nowpayments/subscription/create"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000077	SOURCE_ROUTE_CANDIDATE	GET	email	backend/app/api/compat/nowpayments_create_alias.py	87	e192423d5dbc844fcf401f13c2be4399f670d6057489b8c6a9be2489553ae87c	"email = normalize_email(payload.get(""email"") or payload.get(""user_email""))"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000078	SOURCE_ROUTE_CANDIDATE	GET	plan	backend/app/api/compat/nowpayments_create_alias.py	88	e192423d5dbc844fcf401f13c2be4399f670d6057489b8c6a9be2489553ae87c	"plan = str(payload.get(""plan"") or payload.get(""plan_code"") or ""pro"").strip().lower()"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000079	SOURCE_ROUTE_CANDIDATE	GET	network	backend/app/api/compat/nowpayments_create_alias.py	89	e192423d5dbc844fcf401f13c2be4399f670d6057489b8c6a9be2489553ae87c	"network = str(payload.get(""network"") or ""TRC20"").strip().upper()"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000080	SOURCE_ROUTE_CANDIDATE	GET	amount	backend/app/api/compat/nowpayments_create_alias.py	90	e192423d5dbc844fcf401f13c2be4399f670d6057489b8c6a9be2489553ae87c	"amount = payload.get(""amount"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000081	SOURCE_ROUTE_CANDIDATE	GET	billing_cycle	backend/app/api/compat/nowpayments_create_alias.py	91	e192423d5dbc844fcf401f13c2be4399f670d6057489b8c6a9be2489553ae87c	"billing_cycle = str(payload.get(""billing_cycle"") or ""monthly"").strip().lower()"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000082	SOURCE_ROUTE_CANDIDATE	GET	order_id	backend/app/api/compat/nowpayments_create_alias.py	92	e192423d5dbc844fcf401f13c2be4399f670d6057489b8c6a9be2489553ae87c	"order_id = str(payload.get(""order_id"") or make_order_id()).strip()"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000083	SOURCE_ROUTE_CANDIDATE	GET	/api/ndsp/compat/health	backend/app/api/compat/user_operational_compat.py	116	b7189c7278c0e45ce71f66fb1c1b2b5debeaeb9b77331aa5c745f142af1b7448	"@router.get(""/api/ndsp/compat/health"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000084	SOURCE_ROUTE_CANDIDATE	POST	/api/trial/register	backend/app/api/compat/user_operational_compat.py	136	b7189c7278c0e45ce71f66fb1c1b2b5debeaeb9b77331aa5c745f142af1b7448	"@router.post(""/api/trial/register"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000085	SOURCE_ROUTE_CANDIDATE	POST	/api/v1/trial/register	backend/app/api/compat/user_operational_compat.py	137	b7189c7278c0e45ce71f66fb1c1b2b5debeaeb9b77331aa5c745f142af1b7448	"@router.post(""/api/v1/trial/register"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000086	SOURCE_ROUTE_CANDIDATE	POST	/api/trial/request	backend/app/api/compat/user_operational_compat.py	138	b7189c7278c0e45ce71f66fb1c1b2b5debeaeb9b77331aa5c745f142af1b7448	"@router.post(""/api/trial/request"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000087	SOURCE_ROUTE_CANDIDATE	POST	/api/auth/register-trial	backend/app/api/compat/user_operational_compat.py	139	b7189c7278c0e45ce71f66fb1c1b2b5debeaeb9b77331aa5c745f142af1b7448	"@router.post(""/api/auth/register-trial"")"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000088	SOURCE_ROUTE_CANDIDATE	GET	email	backend/app/api/compat/user_operational_compat.py	142	b7189c7278c0e45ce71f66fb1c1b2b5debeaeb9b77331aa5c745f142af1b7448	"email = normalize_email(payload.get(""email"") or payload.get(""user_email""))"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000089	SOURCE_ROUTE_CANDIDATE	GET	name	backend/app/api/compat/user_operational_compat.py	143	b7189c7278c0e45ce71f66fb1c1b2b5debeaeb9b77331aa5c745f142af1b7448	"name = str(payload.get(""name"") or payload.get(""full_name"") or """").strip()"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000090	SOURCE_ROUTE_CANDIDATE	GET	phone	backend/app/api/compat/user_operational_compat.py	144	b7189c7278c0e45ce71f66fb1c1b2b5debeaeb9b77331aa5c745f142af1b7448	"phone = str(payload.get(""phone"") or payload.get(""mobile"") or """").strip()"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000091	SOURCE_ROUTE_CANDIDATE	GET	plan	backend/app/api/compat/user_operational_compat.py	171	b7189c7278c0e45ce71f66fb1c1b2b5debeaeb9b77331aa5c745f142af1b7448	""""""", (email, name or None, phone or None, payload.get(""plan"") or ""elite_trial""))"	INFERRED_FROM_SOURCE	Manual verification required
RTE-000092	SOURCE_ROUTE_CANDIDATE	POST	/api/auth/activate	backend/app/api/compat/user_operational_compat.py	182	b7189c7278c0e45ce71f66fb1c1b2b5debeaeb9b77331aa5c745f142af1b7448	"@router.post(""/api/auth/activate"")"	INFERRED_FROM_SOURCE	Manual verification required
