batch_id,execution_order,batch_position,capability_id,capability_name,p0_signature,service_gap,endpoint_gap,real_data_gap,remaining_gaps,passed_dimension_count,existing_coverage_state,data_state,remediation_action,closure_condition,human_confirmation_required
B14_SERVICE_ONLY,14,1,CAP-119888657162,Row To Decision,SERVICE_ONLY,true,false,false,SERVICE|UI,5,UI_PARTIAL,REAL_SNAPSHOT,Assign the canonical runtime service and verify the owning deployment or process without restarting production.,service_mapped=true;service_evidence=PASS,true
B14_SERVICE_ONLY,14,2,CAP-11F9C86C3DEA,Admin Candidates,SERVICE_ONLY,true,false,false,SERVICE|UI,5,UI_PARTIAL,REAL_SNAPSHOT,Assign the canonical runtime service and verify the owning deployment or process without restarting production.,service_mapped=true;service_evidence=PASS,true
B14_SERVICE_ONLY,14,3,CAP-212E6DC3A3DB,Require Admin,SERVICE_ONLY,true,false,false,SERVICE|UI,5,UI_PARTIAL,REAL_SNAPSHOT,Assign the canonical runtime service and verify the owning deployment or process without restarting production.,service_mapped=true;service_evidence=PASS,true
B14_SERVICE_ONLY,14,4,CAP-23348CA30E36,Install Trial Info,SERVICE_ONLY,true,false,false,SERVICE|UI,5,UI_PARTIAL,REAL_SNAPSHOT,Assign the canonical runtime service and verify the owning deployment or process without restarting production.,service_mapped=true;service_evidence=PASS,true
B14_SERVICE_ONLY,14,5,CAP-24B10225D49C,Require Admin,SERVICE_ONLY,true,false,false,SERVICE|UI,5,UI_PARTIAL,REAL_SNAPSHOT,Assign the canonical runtime service and verify the owning deployment or process without restarting production.,service_mapped=true;service_evidence=PASS,true
B14_SERVICE_ONLY,14,6,CAP-26EC4D157EE6,Auth,SERVICE_ONLY,true,false,false,SERVICE|UI,5,UI_PARTIAL,REAL_SNAPSHOT,Assign the canonical runtime service and verify the owning deployment or process without restarting production.,service_mapped=true;service_evidence=PASS,true
B14_SERVICE_ONLY,14,7,CAP-43DC89894352,Require Admin,SERVICE_ONLY,true,false,false,SERVICE|UI,5,UI_PARTIAL,REAL_SNAPSHOT,Assign the canonical runtime service and verify the owning deployment or process without restarting production.,service_mapped=true;service_evidence=PASS,true
B14_SERVICE_ONLY,14,8,CAP-498E4FD1C421,Ndsp Admin Ok,SERVICE_ONLY,true,false,false,SERVICE|UI,5,UI_PARTIAL,REAL_SNAPSHOT,Assign the canonical runtime service and verify the owning deployment or process without restarting production.,service_mapped=true;service_evidence=PASS,true
B14_SERVICE_ONLY,14,9,CAP-541E221FDE39,Ndsp Admin Key From Req,SERVICE_ONLY,true,false,false,SERVICE|UI,5,UI_PARTIAL,REAL_SNAPSHOT,Assign the canonical runtime service and verify the owning deployment or process without restarting production.,service_mapped=true;service_evidence=PASS,true
B14_SERVICE_ONLY,14,10,CAP-5649C9641068,User Operational Compat,SERVICE_ONLY,true,false,false,SERVICE|UI,5,API_CONNECTED,REAL_SNAPSHOT,Assign the canonical runtime service and verify the owning deployment or process without restarting production.,service_mapped=true;service_evidence=PASS,true
B14_SERVICE_ONLY,14,11,CAP-5C75E2FE3A98,Make Decision Id,SERVICE_ONLY,true,false,false,SERVICE|UI,5,UI_PARTIAL,REAL_SNAPSHOT,Assign the canonical runtime service and verify the owning deployment or process without restarting production.,service_mapped=true;service_evidence=PASS,true
B14_SERVICE_ONLY,14,12,CAP-628E213D3D54,User Operational Compat,SERVICE_ONLY,true,false,false,SERVICE|UI,5,API_CONNECTED,REAL_SNAPSHOT,Assign the canonical runtime service and verify the owning deployment or process without restarting production.,service_mapped=true;service_evidence=PASS,true
B14_SERVICE_ONLY,14,13,CAP-65156AA526BC,Telegram Routing Internal,SERVICE_ONLY,true,false,false,SERVICE|UI,5,API_CONNECTED,REAL_SNAPSHOT,Assign the canonical runtime service and verify the owning deployment or process without restarting production.,service_mapped=true;service_evidence=PASS,true
B14_SERVICE_ONLY,14,14,CAP-704639CE50C9,Validate Decision,SERVICE_ONLY,true,false,false,SERVICE|UI,5,SOURCE_IDENTIFIED,REAL_LIVE,Assign the canonical runtime service and verify the owning deployment or process without restarting production.,service_mapped=true;service_evidence=PASS,true
B14_SERVICE_ONLY,14,15,CAP-75332A37EEA5,Ndsp Read Admin Action Key,SERVICE_ONLY,true,false,false,SERVICE|UI,5,UI_PARTIAL,REAL_SNAPSHOT,Assign the canonical runtime service and verify the owning deployment or process without restarting production.,service_mapped=true;service_evidence=PASS,true
B14_SERVICE_ONLY,14,16,CAP-7D844F2CA7E4,Create Subscription Payment,SERVICE_ONLY,true,false,false,SERVICE|UI,5,UI_PARTIAL,REAL_SNAPSHOT,Assign the canonical runtime service and verify the owning deployment or process without restarting production.,service_mapped=true;service_evidence=PASS,true
B14_SERVICE_ONLY,14,17,CAP-7F5DA6A52F4D,Get Auth User,SERVICE_ONLY,true,false,false,SERVICE|UI,5,UI_PARTIAL,REAL_LIVE,Assign the canonical runtime service and verify the owning deployment or process without restarting production.,service_mapped=true;service_evidence=PASS,true
B14_SERVICE_ONLY,14,18,CAP-85BADA8EEE4D,Admin Key Ok,SERVICE_ONLY,true,false,false,SERVICE|UI,5,UI_PARTIAL,REAL_SNAPSHOT,Assign the canonical runtime service and verify the owning deployment or process without restarting production.,service_mapped=true;service_evidence=PASS,true
B14_SERVICE_ONLY,14,19,CAP-A231C4D75E0C,Ndsp Create Otp Auth Url,SERVICE_ONLY,true,false,false,SERVICE|UI,5,UI_PARTIAL,REAL_SNAPSHOT,Assign the canonical runtime service and verify the owning deployment or process without restarting production.,service_mapped=true;service_evidence=PASS,true
