ID	Category	Classification	SourcePath	SourceFile	SourceLines	SHA256	Snippet	Notes
EVD-36e7f5fd7621	DATA_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Admin_Console.html	NDSP_Admin_Console.html	1	fc9c20b3222082bc132b6e4ab02b1305e23918b455e37b36829ec1c28b3a6c49	<!doctype html>	Candidate evidence only; manual verification required.
EVD-dd5ba3c50951	DATA_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Admin_Operations_Center.html	NDSP_Admin_Operations_Center.html	1	d75d3c39fadc28ded22dbe077fcfe7c088508b164bb851fa4fe367a5aa8a2169	<!doctype html>	Candidate evidence only; manual verification required.
EVD-dc8810c4ff44	DATA_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Design_System.html	NDSP_Design_System.html	1	1bb4620782bbd017e39655ed01129a2acc368e9c79addf98e42aa6e8dc2a1049	<!doctype html>	Candidate evidence only; manual verification required.
EVD-e9dd05b20a66	DATA_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Design_System.html	NDSP_Design_System.html	242	1bb4620782bbd017e39655ed01129a2acc368e9c79addf98e42aa6e8dc2a1049	"title:""Design System — Visual Identity"","	Candidate evidence only; manual verification required.
EVD-253a46f7d6c8	DATA_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Help_Center.html	NDSP_Help_Center.html	1	5236b64908677ab9fc750687d27660515665bad6923d38386b7f6917d10008b0	<!doctype html>	Candidate evidence only; manual verification required.
EVD-c62b2d126da2	DATA_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Terms_Privacy.html	NDSP_Terms_Privacy.html	1	ee7b49a006c010a872becb3799eb7aee58229ed6c2f0a7a7717c8028f7f60ad1	<!doctype html>	Candidate evidence only; manual verification required.
EVD-b25f01dcef08	DATA_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NMP_Research_Lab.html	NMP_Research_Lab.html	1	04f44c02c084e84f846e0d31a6fd51b055d8197fa3d14fe45b29a2e5d2bc802e	<!doctype html>	Candidate evidence only; manual verification required.
EVD-0a6cd9620fa9	DATA_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/data/owner-layer-source-map.json	owner-layer-source-map.json	75	23577d6618e75c762e47078400fbeb8a48f0d2cea50611272cff2a18b4ad55ff	"""<!doctype html> <html lang=\""ar\"" dir=\""rtl\""> <head> <meta charset=\""utf-8\"" /> <title>TDL Research Lab — DSP</title> <meta name=\""viewport\"" content=\""width=device-width, initial-scale=1\"" /> <style> body{margin:0;background:#080b10;color:#f5f1df;font-family:Arial,Tahoma,sans-serif} .wrap{max-width:1180px;margin:auto;padding:28px} ."","	Candidate evidence only; manual verification required.
EVD-3c94842bde99	DATA_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/data/owner-layer-source-map.json	owner-layer-source-map.json	76	23577d6618e75c762e47078400fbeb8a48f0d2cea50611272cff2a18b4ad55ff	"""<!doctype html> <html lang=\""ar\"" dir=\""rtl\""> <head> <meta charset=\""utf-8\"" /> <title>TDL Research Lab — DSP</title> <meta name=\""viewport\"" content=\""width=device-width, initial-scale=1\"" /> <style> body{margin:0;background:#080b10;color:#f5f1df;font-family:Arial,Tahoma,sans-serif} .wrap{max-width:1180px;margin:auto;padding:28px} ."","	Candidate evidence only; manual verification required.
EVD-8789fb6bfd46	DATA_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/data/owner-layer-source-map.json	owner-layer-source-map.json	111	23577d6618e75c762e47078400fbeb8a48f0d2cea50611272cff2a18b4ad55ff	"""\""Protective context evaluated without exposing internal logic.\"" } if not isinstance(intelligence.get(\""nmp_tdl_quality\""), dict): intelligence[\""nmp_tdl_quality\""] = { \""status\"": \""evaluated\"", \""quality\"": \""context_only\"", \""public_note\"": \""market_alignment-timing_model relation evaluated as context only.\"" } # Preserve"","	Candidate evidence only; manual verification required.
