ID	Category	Classification	SourcePath	SourceFile	SourceLines	SHA256	Snippet	Notes
EVD-f192606f0058	API_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NMP_Research_Lab.html	NMP_Research_Lab.html	477	04f44c02c084e84f846e0d31a6fd51b055d8197fa3d14fe45b29a2e5d2bc802e	const res = await fetch('/nmp-lab-summary.txt?ts=' + Date.now(), {cache:'no-store'});	Candidate evidence only; manual verification required.
EVD-e096369204ef	API_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/data/owner-layer-source-map.json	owner-layer-source-map.json	111	23577d6618e75c762e47078400fbeb8a48f0d2cea50611272cff2a18b4ad55ff	"""\""Protective context evaluated without exposing internal logic.\"" } if not isinstance(intelligence.get(\""nmp_tdl_quality\""), dict): intelligence[\""nmp_tdl_quality\""] = { \""status\"": \""evaluated\"", \""quality\"": \""context_only\"", \""public_note\"": \""market_alignment-timing_model relation evaluated as context only.\"" } # Preserve"","	Candidate evidence only; manual verification required.
EVD-16da9bbb11e0	API_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/data/owner-layer-source-map.json	owner-layer-source-map.json	112	23577d6618e75c762e47078400fbeb8a48f0d2cea50611272cff2a18b4ad55ff	"""\""Protective context evaluated without exposing internal logic.\"" } if not isinstance(intelligence.get(\""nmp_tdl_quality\""), dict): intelligence[\""nmp_tdl_quality\""] = { \""status\"": \""evaluated\"", \""quality\"": \""context_only\"", \""public_note\"": \""market_alignment-timing_model relation evaluated as context only.\"" } # Preserve"","	Candidate evidence only; manual verification required.
EVD-7b4580346a56	API_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/data/owner-layer-source-map.json	owner-layer-source-map.json	1484	23577d6618e75c762e47078400fbeb8a48f0d2cea50611272cff2a18b4ad55ff	"""\""day_group\"": \""MON_WED\"", \""timing_state\"": \""MANIPULATION_BUILD_PULLBACK\"", \""control_window\"": \""short_term_speculative\"", \""dominant_participant\"": policy.get(\""mon_wed_controller\"", \""S\""), \""timing_mode\"": policy.get(\""timing_mode\"", \""control_days\""), \""public_note\"": \""Short-term speculative control window.\"" } if week"","	Candidate evidence only; manual verification required.
EVD-a437f73b0c10	API_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/data/owner-layer-source-map.json	owner-layer-source-map.json	1485	23577d6618e75c762e47078400fbeb8a48f0d2cea50611272cff2a18b4ad55ff	"""U_FRI\"", \""timing_state\"": \""EXPANSION_CONFIRMATION_INSTITUTIONAL_CONTROL\"", \""control_window\"": \""long_medium_structural\"", \""dominant_participant\"": policy.get(\""thu_fri_controller\"", \""L&M\""), \""timing_mode\"": policy.get(\""timing_mode\"", \""control_days\""), \""public_note\"": \""Long and medium-term structural control window.\"" } r"","	Candidate evidence only; manual verification required.
EVD-dc2810399e75	API_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/data/owner-layer-source-map.json	owner-layer-source-map.json	1486	23577d6618e75c762e47078400fbeb8a48f0d2cea50611272cff2a18b4ad55ff	""": \""THU_FRI\"", \""timing_state\"": \""EXPANSION_CONFIRMATION_INSTITUTIONAL_CONTROL\"", \""control_window\"": \""long_medium_structural\"", \""dominant_participant\"": policy.get(\""thu_fri_controller\"", \""L&M\""), \""timing_mode\"": policy.get(\""timing_mode\"", \""control_days\""), \""public_note\"": \""Long and medium-term structural control window.\"" }"""	Candidate evidence only; manual verification required.
EVD-e7890c53e591	API_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/data/owner-layer-source-map.json	owner-layer-source-map.json	1598	23577d6618e75c762e47078400fbeb8a48f0d2cea50611272cff2a18b4ad55ff	"""otective context evaluated without exposing internal logic.\"" } if not isinstance(intelligence.get(\""nmp_tdl_quality\""), dict): intelligence[\""nmp_tdl_quality\""] = { \""status\"": \""evaluated\"", \""quality\"": \""context_only\"", \""public_note\"": \""market_alignment-timing_model relation evaluated as context only.\"" } # Preserve tim"","	Candidate evidence only; manual verification required.
EVD-954051f97157	API_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/data/owner-layer-source-map.json	owner-layer-source-map.json	1599	23577d6618e75c762e47078400fbeb8a48f0d2cea50611272cff2a18b4ad55ff	"""intelligence[\""momentum_dual\""] = { \""status\"": \""evaluated\"", \""signal\"": \""NEUTRAL\"", \""confidence_effect\"": \""neutral\"", \""public_note\"": \""Momentum context evaluated safely.\"" } if not isinstance(intelligence.get(\""black_layer\""), dict): intelligence[\""black_layer\""] = { \""status\"": \""evaluated\"", \""stat"""	Candidate evidence only; manual verification required.
EVD-ebcdbb920dce	API_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/ndsp-admin-controls.js	ndsp-admin-controls.js	8	ed1ff274c601cd4cfcda47bf0803ea814fc463825082cf5acc1655d7ad1705bc	"var r = await fetch(""/_ndsp_admin_api"" + path, Object.assign({"	Candidate evidence only; manual verification required.
EVD-0616be45a5ca	API_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/ndsp-admin-live-data-override.js	ndsp-admin-live-data-override.js	29	7bc7b7ae261c484789efbe35d5077f177122a117c6fac4e8625a52322a1fb54c	"var r = await fetch(""/_ndsp_admin_api"" + path, {"	Candidate evidence only; manual verification required.
EVD-bd4ddb9ffe6b	API_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/owner-layers.html	owner-layers.html	120	d798d7b634e3726e01b50e9633af1213d4aa26ad7b005ca238d7aaa2e339a653	const res = await fetch('/data/owner-layer-source-map.json?v=' + Date.now(), {cache:'no-store'});	Candidate evidence only; manual verification required.
