ID	Category	Classification	SourcePath	SourceFile	SourceLines	SHA256	Snippet	Notes
EVD-f515d7034aa1	UI_EXPOSURE_DISCOVERY	INFERRED_FROM_SOURCE	.env.delivery.example	.env.delivery.example	22	4014c49c34e57fdba51d280ccb227778ce4ff3eb94db3fbc4af638deb7ab510d	ADMIN_KEY=	Candidate evidence only; manual verification required.
EVD-60726cb41aec	UI_EXPOSURE_DISCOVERY	INFERRED_FROM_SOURCE	.env.example	.env.example	5	9063e8051e9db2793da0990bcaf8b8f5325115b872ff7bd67e996dbaff5735b6	PUBLIC_API_BASE_URL=https://api.ndsp.app	Candidate evidence only; manual verification required.
EVD-e7d5f40d3698	UI_EXPOSURE_DISCOVERY	INFERRED_FROM_SOURCE	.env.example	.env.example	6	9063e8051e9db2793da0990bcaf8b8f5325115b872ff7bd67e996dbaff5735b6	PUBLIC_WS_BASE_URL=wss://ws.ndsp.app	Candidate evidence only; manual verification required.
EVD-ca81c60aefd8	UI_EXPOSURE_DISCOVERY	INFERRED_FROM_SOURCE	.env.example	.env.example	8	9063e8051e9db2793da0990bcaf8b8f5325115b872ff7bd67e996dbaff5735b6	NEXT_PUBLIC_API_BASE_URL=https://api.ndsp.app	Candidate evidence only; manual verification required.
EVD-88da49ecd84c	UI_EXPOSURE_DISCOVERY	INFERRED_FROM_SOURCE	.env.example	.env.example	9	9063e8051e9db2793da0990bcaf8b8f5325115b872ff7bd67e996dbaff5735b6	NEXT_PUBLIC_WS_BASE_URL=wss://ws.ndsp.app	Candidate evidence only; manual verification required.
EVD-00e18cd86c99	UI_EXPOSURE_DISCOVERY	INFERRED_FROM_SOURCE	.env.example	.env.example	11	9063e8051e9db2793da0990bcaf8b8f5325115b872ff7bd67e996dbaff5735b6	VITE_API_BASE_URL=https://api.ndsp.app	Candidate evidence only; manual verification required.
EVD-bdc5cb3940f7	UI_EXPOSURE_DISCOVERY	INFERRED_FROM_SOURCE	.github/workflows/ndsp-project-validator.yml	ndsp-project-validator.yml	32	a900043a8d74aa1ac1ce1059637e79166e52c23f956f11a0ff5d501e1cc24c3f	working-directory: frontend/user-portal-vite	Candidate evidence only; manual verification required.
EVD-94b462c7ec06	UI_EXPOSURE_DISCOVERY	DOCUMENTATION_ONLY	NDSP_UI_CHANGE_GOVERNANCE_FINAL.md	NDSP_UI_CHANGE_GOVERNANCE_FINAL.md	1	801cbc06a990e0f6752463f5051fa950c54c388571070e85f6f6491b6dc9e524	# NDSP UI Change Governance — حوكمة تعديلات الواجهة	Candidate evidence only; manual verification required.
EVD-370e38bc94d4	UI_EXPOSURE_DISCOVERY	DOCUMENTATION_ONLY	NDSP_UI_CHANGE_GOVERNANCE_FINAL.md	NDSP_UI_CHANGE_GOVERNANCE_FINAL.md	5	801cbc06a990e0f6752463f5051fa950c54c388571070e85f6f6491b6dc9e524	النطاق: صفحات الموقع العام، بوابة المستخدم، لوحة الإدارة، JavaScript، Nginx، النشر، والرجوع الآمن.	Candidate evidence only; manual verification required.
EVD-29c4fd36ed2e	UI_EXPOSURE_DISCOVERY	DOCUMENTATION_ONLY	NDSP_UI_CHANGE_GOVERNANCE_FINAL.md	NDSP_UI_CHANGE_GOVERNANCE_FINAL.md	19	801cbc06a990e0f6752463f5051fa950c54c388571070e85f6f6491b6dc9e524	الخطأ لم يكن من قاعدة البيانات، بل من أسلوب تعديل الواجهة.	Candidate evidence only; manual verification required.
EVD-7f1bd9269c33	UI_EXPOSURE_DISCOVERY	DOCUMENTATION_ONLY	NDSP_UI_CHANGE_GOVERNANCE_FINAL.md	NDSP_UI_CHANGE_GOVERNANCE_FINAL.md	57	801cbc06a990e0f6752463f5051fa950c54c388571070e85f6f6491b6dc9e524	"sudo nginx -T | grep -nE ""server_name|root|alias|admin.ndsp.app|ndsp.app|my.ndsp.app"""	Candidate evidence only; manual verification required.
EVD-45ef159df87a	UI_EXPOSURE_DISCOVERY	DOCUMENTATION_ONLY	NDSP_UI_CHANGE_GOVERNANCE_FINAL.md	NDSP_UI_CHANGE_GOVERNANCE_FINAL.md	60	801cbc06a990e0f6752463f5051fa950c54c388571070e85f6f6491b6dc9e524	- /home/nawaf511/empire-core-new/apps/public-landing	Candidate evidence only; manual verification required.
EVD-fe5ab3f12242	UI_EXPOSURE_DISCOVERY	DOCUMENTATION_ONLY	NDSP_UI_CHANGE_GOVERNANCE_FINAL.md	NDSP_UI_CHANGE_GOVERNANCE_FINAL.md	61	801cbc06a990e0f6752463f5051fa950c54c388571070e85f6f6491b6dc9e524	- /home/nawaf511/empire-core-new/apps/public-site	Candidate evidence only; manual verification required.
EVD-4554fcf50878	UI_EXPOSURE_DISCOVERY	DOCUMENTATION_ONLY	NDSP_UI_CHANGE_GOVERNANCE_FINAL.md	NDSP_UI_CHANGE_GOVERNANCE_FINAL.md	63	801cbc06a990e0f6752463f5051fa950c54c388571070e85f6f6491b6dc9e524	- /home/nawaf511/empire-core-new/apps/admin-console	Candidate evidence only; manual verification required.
EVD-eb5f86250452	UI_EXPOSURE_DISCOVERY	DOCUMENTATION_ONLY	NDSP_UI_CHANGE_GOVERNANCE_FINAL.md	NDSP_UI_CHANGE_GOVERNANCE_FINAL.md	74	801cbc06a990e0f6752463f5051fa950c54c388571070e85f6f6491b6dc9e524	- NDSP_Admin_Users_Official.html	Candidate evidence only; manual verification required.
EVD-0a78e826e516	UI_EXPOSURE_DISCOVERY	DOCUMENTATION_ONLY	NDSP_UI_CHANGE_GOVERNANCE_FINAL.md	NDSP_UI_CHANGE_GOVERNANCE_FINAL.md	75	801cbc06a990e0f6752463f5051fa950c54c388571070e85f6f6491b6dc9e524	- NDSP_Admin_System_Health.html	Candidate evidence only; manual verification required.
EVD-b80fe962df06	UI_EXPOSURE_DISCOVERY	DOCUMENTATION_ONLY	NDSP_UI_CHANGE_GOVERNANCE_FINAL.md	NDSP_UI_CHANGE_GOVERNANCE_FINAL.md	76	801cbc06a990e0f6752463f5051fa950c54c388571070e85f6f6491b6dc9e524	- NDSP_Admin_User_Actions_Test.html	Candidate evidence only; manual verification required.
EVD-3284f3f71912	UI_EXPOSURE_DISCOVERY	DOCUMENTATION_ONLY	NDSP_UI_CHANGE_GOVERNANCE_FINAL.md	NDSP_UI_CHANGE_GOVERNANCE_FINAL.md	78	801cbc06a990e0f6752463f5051fa950c54c388571070e85f6f6491b6dc9e524	لا يتم دمجها داخل لوحة الإدارة الرئيسية إلا بعد ثباتها واختبارها.	Candidate evidence only; manual verification required.
EVD-c98fd66b554d	UI_EXPOSURE_DISCOVERY	DOCUMENTATION_ONLY	NDSP_UI_CHANGE_GOVERNANCE_FINAL.md	NDSP_UI_CHANGE_GOVERNANCE_FINAL.md	84	801cbc06a990e0f6752463f5051fa950c54c388571070e85f6f6491b6dc9e524	أي سكربت واجهة يجب أن يركب داخل Anchor واضح فقط، مثل:	Candidate evidence only; manual verification required.
EVD-57d2072d6bbc	UI_EXPOSURE_DISCOVERY	DOCUMENTATION_ONLY	NDSP_UI_CHANGE_GOVERNANCE_FINAL.md	NDSP_UI_CHANGE_GOVERNANCE_FINAL.md	100	801cbc06a990e0f6752463f5051fa950c54c388571070e85f6f6491b6dc9e524	PostgreSQL / ndsp_auth / public.users	Candidate evidence only; manual verification required.
EVD-9a1b434acf61	UI_EXPOSURE_DISCOVERY	DOCUMENTATION_ONLY	NDSP_UI_CHANGE_GOVERNANCE_FINAL.md	NDSP_UI_CHANGE_GOVERNANCE_FINAL.md	110	801cbc06a990e0f6752463f5051fa950c54c388571070e85f6f6491b6dc9e524	- منع حذف آخر Admin.	Candidate evidence only; manual verification required.
EVD-86bd2568772e	UI_EXPOSURE_DISCOVERY	DOCUMENTATION_ONLY	NDSP_UI_CHANGE_GOVERNANCE_FINAL.md	NDSP_UI_CHANGE_GOVERNANCE_FINAL.md	135	801cbc06a990e0f6752463f5051fa950c54c388571070e85f6f6491b6dc9e524	## 9) اختبار الواجهة	Candidate evidence only; manual verification required.
EVD-ca47b78090af	UI_EXPOSURE_DISCOVERY	DOCUMENTATION_ONLY	NDSP_UI_CHANGE_GOVERNANCE_FINAL.md	NDSP_UI_CHANGE_GOVERNANCE_FINAL.md	150	801cbc06a990e0f6752463f5051fa950c54c388571070e85f6f6491b6dc9e524	لا يعتمد أي تعديل واجهة قبل تحقق التالي:	Candidate evidence only; manual verification required.
EVD-14f62bd2a6e7	UI_EXPOSURE_DISCOVERY	DOCUMENTATION_ONLY	NDSP_UI_CHANGE_GOVERNANCE_FINAL.md	NDSP_UI_CHANGE_GOVERNANCE_FINAL.md	168	801cbc06a990e0f6752463f5051fa950c54c388571070e85f6f6491b6dc9e524	rsync -a /home/nawaf511/ndsp_backups/<backup>/admin-console/ /home/nawaf511/empire-core-new/apps/admin-console/	Candidate evidence only; manual verification required.
EVD-48a6c83da553	UI_EXPOSURE_DISCOVERY	DOCUMENTATION_ONLY	apps/NDSP_APPS_ONLY_GOVERNANCE.md	NDSP_APPS_ONLY_GOVERNANCE.md	4	520e6609ef927e60cafd7672245c0e58cdd9321b72de6fcabab930b250873ce1	- /home/nawaf511/empire-core-new/apps/public-landing	Candidate evidence only; manual verification required.
EVD-a035edafae3f	UI_EXPOSURE_DISCOVERY	DOCUMENTATION_ONLY	apps/NDSP_APPS_ONLY_GOVERNANCE.md	NDSP_APPS_ONLY_GOVERNANCE.md	6	520e6609ef927e60cafd7672245c0e58cdd9321b72de6fcabab930b250873ce1	- /home/nawaf511/empire-core-new/apps/admin-console	Candidate evidence only; manual verification required.
EVD-f3c509b8c162	UI_EXPOSURE_DISCOVERY	DOCUMENTATION_ONLY	apps/NDSP_FRONTEND_SOURCE_OF_TRUTH.md	NDSP_FRONTEND_SOURCE_OF_TRUTH.md	4	ec640cb510dba89ac7c5cc619902883a5ca00d28170682812e978688219e5edb	- /home/nawaf511/empire-core-new/apps/public-landing -> /var/www/ndsp	Candidate evidence only; manual verification required.
EVD-25e4e04e3f44	UI_EXPOSURE_DISCOVERY	DOCUMENTATION_ONLY	apps/NDSP_FRONTEND_SOURCE_OF_TRUTH.md	NDSP_FRONTEND_SOURCE_OF_TRUTH.md	6	ec640cb510dba89ac7c5cc619902883a5ca00d28170682812e978688219e5edb	- /home/nawaf511/empire-core-new/apps/admin-console -> /var/www/ndsp-admin	Candidate evidence only; manual verification required.
EVD-313ea3fbddc5	UI_EXPOSURE_DISCOVERY	INFERRED_FROM_SOURCE	apps/NDSP_SAFE_SCRIPT_TEMPLATE.sh	NDSP_SAFE_SCRIPT_TEMPLATE.sh	8	dc3a21ab92ae5c94df02fc39edf33e563908f01365b319d74e160fc399b89323	"PUBLIC_SRC=""$ROOT/apps/public-landing"""	Candidate evidence only; manual verification required.
EVD-ca7ad297d396	UI_EXPOSURE_DISCOVERY	INFERRED_FROM_SOURCE	apps/NDSP_SAFE_SCRIPT_TEMPLATE.sh	NDSP_SAFE_SCRIPT_TEMPLATE.sh	10	dc3a21ab92ae5c94df02fc39edf33e563908f01365b319d74e160fc399b89323	"ADMIN_SRC=""$ROOT/apps/admin-console"""	Candidate evidence only; manual verification required.
EVD-2864cf5cd7b7	UI_EXPOSURE_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Admin_Console.html	NDSP_Admin_Console.html	7	fc9c20b3222082bc132b6e4ab02b1305e23918b455e37b36829ec1c28b3a6c49	<title>DSP — مركز العمليات | Admin</title>	Candidate evidence only; manual verification required.
EVD-1bc397a4626f	UI_EXPOSURE_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Admin_Console.html	NDSP_Admin_Console.html	8	fc9c20b3222082bc132b6e4ab02b1305e23918b455e37b36829ec1c28b3a6c49	"<link rel=""preconnect"" href=""https://fonts.googleapis.com"">"	Candidate evidence only; manual verification required.
EVD-38930299c501	UI_EXPOSURE_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Admin_Console.html	NDSP_Admin_Console.html	9	fc9c20b3222082bc132b6e4ab02b1305e23918b455e37b36829ec1c28b3a6c49	"<link rel=""preconnect"" href=""https://fonts.gstatic.com"" crossorigin>"	Candidate evidence only; manual verification required.
