ID	Category	Classification	SourcePath	SourceFile	SourceLines	SHA256	Snippet	Notes
EVD-8565dc9833d5	SECURITY_DISCOVERY	INFERRED_FROM_SOURCE	.env.delivery.example	.env.delivery.example	5	4014c49c34e57fdba51d280ccb227778ce4ff3eb94db3fbc4af638deb7ab510d	TELEGRAM_BOT_TOKEN=REDACTED	Candidate evidence only; manual verification required.
EVD-994b489a012d	SECURITY_DISCOVERY	INFERRED_FROM_SOURCE	.env.delivery.example	.env.delivery.example	13	4014c49c34e57fdba51d280ccb227778ce4ff3eb94db3fbc4af638deb7ab510d	SMTP_PASSWORD=REDACTED	Candidate evidence only; manual verification required.
EVD-56c38cf949f6	SECURITY_DISCOVERY	INFERRED_FROM_SOURCE	.env.delivery.example	.env.delivery.example	21	4014c49c34e57fdba51d280ccb227778ce4ff3eb94db3fbc4af638deb7ab510d	# Backend authorization	Candidate evidence only; manual verification required.
EVD-cbb3fb6e4397	SECURITY_DISCOVERY	INFERRED_FROM_SOURCE	.env.example	.env.example	1	9063e8051e9db2793da0990bcaf8b8f5325115b872ff7bd67e996dbaff5735b6	DATABASE_URL=REDACTED	Candidate evidence only; manual verification required.
EVD-0cee8b758bf5	SECURITY_DISCOVERY	INFERRED_FROM_SOURCE	.env.example	.env.example	2	9063e8051e9db2793da0990bcaf8b8f5325115b872ff7bd67e996dbaff5735b6	JWT_SECRET=REDACTED	Candidate evidence only; manual verification required.
EVD-8d4710b87a2e	SECURITY_DISCOVERY	INFERRED_FROM_SOURCE	.env.example	.env.example	3	9063e8051e9db2793da0990bcaf8b8f5325115b872ff7bd67e996dbaff5735b6	API_KEY_SECRET=REDACTED	Candidate evidence only; manual verification required.
EVD-be2286dd331d	SECURITY_DISCOVERY	DOCUMENTATION_ONLY	NDSP_UI_CHANGE_GOVERNANCE_FINAL.md	NDSP_UI_CHANGE_GOVERNANCE_FINAL.md	100	801cbc06a990e0f6752463f5051fa950c54c388571070e85f6f6491b6dc9e524	PostgreSQL / ndsp_auth / public.users	Candidate evidence only; manual verification required.
EVD-092c93ff8d0a	SECURITY_DISCOVERY	DOCUMENTATION_ONLY	NDSP_UI_CHANGE_GOVERNANCE_FINAL.md	NDSP_UI_CHANGE_GOVERNANCE_FINAL.md	109	801cbc06a990e0f6752463f5051fa950c54c388571070e85f6f6491b6dc9e524	- صلاحية صاحب النظام فقط.	Candidate evidence only; manual verification required.
EVD-6135c0acf709	SECURITY_DISCOVERY	DOCUMENTATION_ONLY	NDSP_UI_CHANGE_GOVERNANCE_FINAL.md	NDSP_UI_CHANGE_GOVERNANCE_FINAL.md	155	801cbc06a990e0f6752463f5051fa950c54c388571070e85f6f6491b6dc9e524	- SERVICE_ACTIVE=ndsp-auth-api.service	Candidate evidence only; manual verification required.
EVD-d577e0274322	SECURITY_DISCOVERY	DOCUMENTATION_ONLY	NDSP_UI_CHANGE_GOVERNANCE_FINAL.md	NDSP_UI_CHANGE_GOVERNANCE_FINAL.md	157	801cbc06a990e0f6752463f5051fa950c54c388571070e85f6f6491b6dc9e524	- STRICT_SECRET_LEAK=REDACTED	Candidate evidence only; manual verification required.
