batch_id,execution_order,batch_position,capability_id,capability_name,p0_signature,service_gap,endpoint_gap,real_data_gap,remaining_gaps,passed_dimension_count,existing_coverage_state,data_state,remediation_action,closure_condition,human_confirmation_required
B16_SERVICE_ONLY,16,1,CAP-4B8CAC6792AE,Ndsp User Portal Final Experience V1 One Script,SERVICE_ONLY,true,false,false,SERVICE,6,API_CONNECTED,REAL_LIVE,Assign the canonical runtime service and verify the owning deployment or process without restarting production.,service_mapped=true;service_evidence=PASS,true
B16_SERVICE_ONLY,16,2,CAP-4C3B7B99A4A6,Nowpayments Create Alias,SERVICE_ONLY,true,false,false,SERVICE,6,API_CONNECTED,REAL_SNAPSHOT,Assign the canonical runtime service and verify the owning deployment or process without restarting production.,service_mapped=true;service_evidence=PASS,true
B16_SERVICE_ONLY,16,3,CAP-5F34508D1D07,User Operational Compat,SERVICE_ONLY,true,false,false,SERVICE,6,API_CONNECTED,REAL_SNAPSHOT,Assign the canonical runtime service and verify the owning deployment or process without restarting production.,service_mapped=true;service_evidence=PASS,true
B16_SERVICE_ONLY,16,4,CAP-6FE68AAF4F33,Telegram Routing Internal,SERVICE_ONLY,true,false,false,SERVICE,6,UI_PARTIAL,REAL_SNAPSHOT,Assign the canonical runtime service and verify the owning deployment or process without restarting production.,service_mapped=true;service_evidence=PASS,true
B16_SERVICE_ONLY,16,5,CAP-70C19D24087E,Ndsp Nowpayments,SERVICE_ONLY,true,false,false,SERVICE,6,API_CONNECTED,REAL_LIVE,Assign the canonical runtime service and verify the owning deployment or process without restarting production.,service_mapped=true;service_evidence=PASS,true
B16_SERVICE_ONLY,16,6,CAP-70F625B28F63,Alert Prefs Post,SERVICE_ONLY,true,false,false,SERVICE,6,API_CONNECTED,REAL_SNAPSHOT,Assign the canonical runtime service and verify the owning deployment or process without restarting production.,service_mapped=true;service_evidence=PASS,true
B16_SERVICE_ONLY,16,7,CAP-7AF5F3CAE976,Ndsp Nowpayments,SERVICE_ONLY,true,false,false,SERVICE,6,API_CONNECTED,REAL_LIVE,Assign the canonical runtime service and verify the owning deployment or process without restarting production.,service_mapped=true;service_evidence=PASS,true
B16_SERVICE_ONLY,16,8,CAP-8CF43007F5CD,Telegram Routing V2,SERVICE_ONLY,true,false,false,SERVICE,6,API_CONNECTED,REAL_SNAPSHOT,Assign the canonical runtime service and verify the owning deployment or process without restarting production.,service_mapped=true;service_evidence=PASS,true
B16_SERVICE_ONLY,16,9,CAP-945D34B96341,User Operational Compat,SERVICE_ONLY,true,false,false,SERVICE,6,API_CONNECTED,REAL_SNAPSHOT,Assign the canonical runtime service and verify the owning deployment or process without restarting production.,service_mapped=true;service_evidence=PASS,true
B16_SERVICE_ONLY,16,10,CAP-9EAA6B9BF2BC,User Operational Compat,SERVICE_ONLY,true,false,false,SERVICE,6,API_CONNECTED,REAL_SNAPSHOT,Assign the canonical runtime service and verify the owning deployment or process without restarting production.,service_mapped=true;service_evidence=PASS,true
B16_SERVICE_ONLY,16,11,CAP-A194414E26E2,Telegram Routing Admin,SERVICE_ONLY,true,false,false,SERVICE,6,API_CONNECTED,REAL_SNAPSHOT,Assign the canonical runtime service and verify the owning deployment or process without restarting production.,service_mapped=true;service_evidence=PASS,true
B16_SERVICE_ONLY,16,12,CAP-A34761515678,Framework Adapter,SERVICE_ONLY,true,false,false,SERVICE,6,UI_PARTIAL,REAL_SNAPSHOT,Assign the canonical runtime service and verify the owning deployment or process without restarting production.,service_mapped=true;service_evidence=PASS,true
B16_SERVICE_ONLY,16,13,CAP-AD97D3157EBD,Ndsp User Portal Final Experience V1 One Script,SERVICE_ONLY,true,false,false,SERVICE,6,API_CONNECTED,REAL_LIVE,Assign the canonical runtime service and verify the owning deployment or process without restarting production.,service_mapped=true;service_evidence=PASS,true
B16_SERVICE_ONLY,16,14,CAP-B2ADCE8E14C1,Ndsp User Portal Final Experience V1 One Script,SERVICE_ONLY,true,false,false,SERVICE,6,API_CONNECTED,REAL_LIVE,Assign the canonical runtime service and verify the owning deployment or process without restarting production.,service_mapped=true;service_evidence=PASS,true
B16_SERVICE_ONLY,16,15,CAP-BC09A0EB4549,User Operational Compat,SERVICE_ONLY,true,false,false,SERVICE,6,API_CONNECTED,REAL_SNAPSHOT,Assign the canonical runtime service and verify the owning deployment or process without restarting production.,service_mapped=true;service_evidence=PASS,true
B16_SERVICE_ONLY,16,16,CAP-C26418100904,User Operational Compat,SERVICE_ONLY,true,false,false,SERVICE,6,API_CONNECTED,REAL_SNAPSHOT,Assign the canonical runtime service and verify the owning deployment or process without restarting production.,service_mapped=true;service_evidence=PASS,true
