batch_id,execution_order,batch_position,capability_id,capability_name,p0_signature,service_gap,endpoint_gap,real_data_gap,remaining_gaps,passed_dimension_count,existing_coverage_state,data_state,remediation_action,closure_condition,human_confirmation_required
B12_ENDPOINT_REAL_DATA,12,1,CAP-02AC4C12E6F4,Ndsp Public Summary V548,ENDPOINT_REAL_DATA,false,true,true,ENDPOINT|REAL_DATA|CALCULATION|UI,3,DISCOVERY_REQUIRED,UNKNOWN,"Confirm the canonical endpoint and explicit real data source, then capture a non-empty structured response profile.",endpoint_verified=true;real_data_verified=true;response_profile=PASS,true
B12_ENDPOINT_REAL_DATA,12,2,CAP-047A94BA516E,Guard Decision Output,ENDPOINT_REAL_DATA,false,true,true,ENDPOINT|REAL_DATA|CALCULATION|UI,3,SERVICE_CONNECTED,UNKNOWN,"Confirm the canonical endpoint and explicit real data source, then capture a non-empty structured response profile.",endpoint_verified=true;real_data_verified=true;response_profile=PASS,true
B12_ENDPOINT_REAL_DATA,12,3,CAP-0B34CF6B3DD7,Ndsp V53 Bridge,ENDPOINT_REAL_DATA,false,true,true,ENDPOINT|REAL_DATA|CALCULATION|UI,3,DISCOVERY_REQUIRED,UNKNOWN,"Confirm the canonical endpoint and explicit real data source, then capture a non-empty structured response profile.",endpoint_verified=true;real_data_verified=true;response_profile=PASS,true
B12_ENDPOINT_REAL_DATA,12,4,CAP-102062CC9F49,Ndsp Change Password Gateway,ENDPOINT_REAL_DATA,false,true,true,ENDPOINT|REAL_DATA|CALCULATION|UI,3,DISCOVERY_REQUIRED,UNKNOWN,"Confirm the canonical endpoint and explicit real data source, then capture a non-empty structured response profile.",endpoint_verified=true;real_data_verified=true;response_profile=PASS,true
B12_ENDPOINT_REAL_DATA,12,5,CAP-21ECD3B6E0D3,Ndsp Canonical Live Runtime V33,ENDPOINT_REAL_DATA,false,true,true,ENDPOINT|REAL_DATA|CALCULATION|UI,3,DISCOVERY_REQUIRED,UNKNOWN,"Confirm the canonical endpoint and explicit real data source, then capture a non-empty structured response profile.",endpoint_verified=true;real_data_verified=true;response_profile=PASS,true
B12_ENDPOINT_REAL_DATA,12,6,CAP-23F2C3CCC368,Enforce Decision Active Governance,ENDPOINT_REAL_DATA,false,true,true,ENDPOINT|REAL_DATA|CALCULATION|UI,3,SERVICE_CONNECTED,UNKNOWN,"Confirm the canonical endpoint and explicit real data source, then capture a non-empty structured response profile.",endpoint_verified=true;real_data_verified=true;response_profile=PASS,true
B12_ENDPOINT_REAL_DATA,12,7,CAP-2AB7983B84B5,Ndsp 16 Layers,ENDPOINT_REAL_DATA,false,true,true,ENDPOINT|REAL_DATA|CALCULATION|UI,3,DISCOVERY_REQUIRED,UNKNOWN,"Confirm the canonical endpoint and explicit real data source, then capture a non-empty structured response profile.",endpoint_verified=true;real_data_verified=true;response_profile=PASS,true
B12_ENDPOINT_REAL_DATA,12,8,CAP-2CD14474428C,Ndsp Market Data Bridge V2,ENDPOINT_REAL_DATA,false,true,true,ENDPOINT|REAL_DATA|CALCULATION|UI,3,DISCOVERY_REQUIRED,UNKNOWN,"Confirm the canonical endpoint and explicit real data source, then capture a non-empty structured response profile.",endpoint_verified=true;real_data_verified=true;response_profile=PASS,true
B12_ENDPOINT_REAL_DATA,12,9,CAP-2ED1FB8B8919,Restore Decision From Layers If False Neutral,ENDPOINT_REAL_DATA,false,true,true,ENDPOINT|REAL_DATA|CALCULATION|UI,3,SERVICE_CONNECTED,UNKNOWN,"Confirm the canonical endpoint and explicit real data source, then capture a non-empty structured response profile.",endpoint_verified=true;real_data_verified=true;response_profile=PASS,true
B12_ENDPOINT_REAL_DATA,12,10,CAP-40BEBA7E4C4F,Ndsp Admin User Ops,ENDPOINT_REAL_DATA,false,true,true,ENDPOINT|REAL_DATA|CALCULATION|UI,3,DISCOVERY_REQUIRED,UNKNOWN,"Confirm the canonical endpoint and explicit real data source, then capture a non-empty structured response profile.",endpoint_verified=true;real_data_verified=true;response_profile=PASS,true
B12_ENDPOINT_REAL_DATA,12,11,CAP-423A14E667A6,Ndsp News Ticker,ENDPOINT_REAL_DATA,false,true,true,ENDPOINT|REAL_DATA|CALCULATION|UI,3,DISCOVERY_REQUIRED,UNKNOWN,"Confirm the canonical endpoint and explicit real data source, then capture a non-empty structured response profile.",endpoint_verified=true;real_data_verified=true;response_profile=PASS,true
B12_ENDPOINT_REAL_DATA,12,12,CAP-4B97F41DF526,Feature Gate,ENDPOINT_REAL_DATA,false,true,true,ENDPOINT|REAL_DATA|CALCULATION|UI,3,SERVICE_CONNECTED,UNKNOWN,"Confirm the canonical endpoint and explicit real data source, then capture a non-empty structured response profile.",endpoint_verified=true;real_data_verified=true;response_profile=PASS,true
B12_ENDPOINT_REAL_DATA,12,13,CAP-4F0B75AAC48C,Ndsp Ctl 001 Workspace Identity,ENDPOINT_REAL_DATA,false,true,true,ENDPOINT|REAL_DATA|CALCULATION|UI,3,DISCOVERY_REQUIRED,UNKNOWN,"Confirm the canonical endpoint and explicit real data source, then capture a non-empty structured response profile.",endpoint_verified=true;real_data_verified=true;response_profile=PASS,true
B12_ENDPOINT_REAL_DATA,12,14,CAP-50438E70B54F,Ndsp Completed Decisions Evidence V35,ENDPOINT_REAL_DATA,false,true,true,ENDPOINT|REAL_DATA|CALCULATION|UI,3,DISCOVERY_REQUIRED,UNKNOWN,"Confirm the canonical endpoint and explicit real data source, then capture a non-empty structured response profile.",endpoint_verified=true;real_data_verified=true;response_profile=PASS,true
B12_ENDPOINT_REAL_DATA,12,15,CAP-559BFA960608,Ndsp Completed Decisions History V36,ENDPOINT_REAL_DATA,false,true,true,ENDPOINT|REAL_DATA|CALCULATION|UI,3,DISCOVERY_REQUIRED,UNKNOWN,"Confirm the canonical endpoint and explicit real data source, then capture a non-empty structured response profile.",endpoint_verified=true;real_data_verified=true;response_profile=PASS,true
B12_ENDPOINT_REAL_DATA,12,16,CAP-6C85E57F2482,Ndsp Registration Consent V42,ENDPOINT_REAL_DATA,false,true,true,ENDPOINT|REAL_DATA|CALCULATION|UI,3,DISCOVERY_REQUIRED,UNKNOWN,"Confirm the canonical endpoint and explicit real data source, then capture a non-empty structured response profile.",endpoint_verified=true;real_data_verified=true;response_profile=PASS,true
