batch_id,execution_order,batch_position,capability_id,capability_name,p0_signature,service_gap,endpoint_gap,real_data_gap,remaining_gaps,passed_dimension_count,existing_coverage_state,data_state,remediation_action,closure_condition,human_confirmation_required
B13_ENDPOINT_REAL_DATA,13,1,CAP-A49CDCFF7C02,Ndsp Completed Decision,ENDPOINT_REAL_DATA,false,true,true,ENDPOINT|REAL_DATA|CALCULATION|UI,3,DISCOVERY_REQUIRED,UNKNOWN,"Confirm the canonical endpoint and explicit real data source, then capture a non-empty structured response profile.",endpoint_verified=true;real_data_verified=true;response_profile=PASS,true
B13_ENDPOINT_REAL_DATA,13,2,CAP-C2C16369E0B6,Ndsp V52 Contract,ENDPOINT_REAL_DATA,false,true,true,ENDPOINT|REAL_DATA|CALCULATION|UI,3,DISCOVERY_REQUIRED,UNKNOWN,"Confirm the canonical endpoint and explicit real data source, then capture a non-empty structured response profile.",endpoint_verified=true;real_data_verified=true;response_profile=PASS,true
B13_ENDPOINT_REAL_DATA,13,3,CAP-C2F2BCB1164C,Ndsp Canonical Live Runtime V30,ENDPOINT_REAL_DATA,false,true,true,ENDPOINT|REAL_DATA|CALCULATION|UI,3,DISCOVERY_REQUIRED,UNKNOWN,"Confirm the canonical endpoint and explicit real data source, then capture a non-empty structured response profile.",endpoint_verified=true;real_data_verified=true;response_profile=PASS,true
B13_ENDPOINT_REAL_DATA,13,4,CAP-C9B83A923CCA,Apply Runtime Governance,ENDPOINT_REAL_DATA,false,true,true,ENDPOINT|REAL_DATA|CALCULATION|UI,3,SERVICE_CONNECTED,UNKNOWN,"Confirm the canonical endpoint and explicit real data source, then capture a non-empty structured response profile.",endpoint_verified=true;real_data_verified=true;response_profile=PASS,true
B13_ENDPOINT_REAL_DATA,13,5,CAP-CFD935E857CB,Enforce Governance Runtime,ENDPOINT_REAL_DATA,false,true,true,ENDPOINT|REAL_DATA|CALCULATION|UI,3,SERVICE_CONNECTED,UNKNOWN,"Confirm the canonical endpoint and explicit real data source, then capture a non-empty structured response profile.",endpoint_verified=true;real_data_verified=true;response_profile=PASS,true
B13_ENDPOINT_REAL_DATA,13,6,CAP-D109F092339F,Enforce Elite Trial Capacity,ENDPOINT_REAL_DATA,false,true,true,ENDPOINT|REAL_DATA|CALCULATION|UI,3,UI_PARTIAL,UNKNOWN,"Confirm the canonical endpoint and explicit real data source, then capture a non-empty structured response profile.",endpoint_verified=true;real_data_verified=true;response_profile=PASS,true
B13_ENDPOINT_REAL_DATA,13,7,CAP-D38B6F09E3C9,Ndsp Quality Live Nmp Wrapper,ENDPOINT_REAL_DATA,false,true,true,ENDPOINT|REAL_DATA|CALCULATION|UI,3,DISCOVERY_REQUIRED,UNKNOWN,"Confirm the canonical endpoint and explicit real data source, then capture a non-empty structured response profile.",endpoint_verified=true;real_data_verified=true;response_profile=PASS,true
B13_ENDPOINT_REAL_DATA,13,8,CAP-DD2EA6FDA5D8,Ndsp Decision Governance Core,ENDPOINT_REAL_DATA,false,true,true,ENDPOINT|REAL_DATA|CALCULATION|UI,3,DISCOVERY_REQUIRED,UNKNOWN,"Confirm the canonical endpoint and explicit real data source, then capture a non-empty structured response profile.",endpoint_verified=true;real_data_verified=true;response_profile=PASS,true
B13_ENDPOINT_REAL_DATA,13,9,CAP-E3FE8FA9E536,Ndsp Decision Package V1,ENDPOINT_REAL_DATA,false,true,true,ENDPOINT|REAL_DATA|CALCULATION|UI,3,DISCOVERY_REQUIRED,UNKNOWN,"Confirm the canonical endpoint and explicit real data source, then capture a non-empty structured response profile.",endpoint_verified=true;real_data_verified=true;response_profile=PASS,true
B13_ENDPOINT_REAL_DATA,13,10,CAP-EAF0F47E923D,Normalize Risk Without False Pause,ENDPOINT_REAL_DATA,false,true,true,ENDPOINT|REAL_DATA|CALCULATION|UI,3,SERVICE_CONNECTED,UNKNOWN,"Confirm the canonical endpoint and explicit real data source, then capture a non-empty structured response profile.",endpoint_verified=true;real_data_verified=true;response_profile=PASS,true
B13_ENDPOINT_REAL_DATA,13,11,CAP-F73757D671A4,Ndsp Auth Core Clean,ENDPOINT_REAL_DATA,false,true,true,ENDPOINT|REAL_DATA|CALCULATION|UI,3,DISCOVERY_REQUIRED,UNKNOWN,"Confirm the canonical endpoint and explicit real data source, then capture a non-empty structured response profile.",endpoint_verified=true;real_data_verified=true;response_profile=PASS,true
B13_ENDPOINT_REAL_DATA,13,12,CAP-FA2F2A8AA5C9,Ndsp V3 Portal Gateway,ENDPOINT_REAL_DATA,false,true,true,ENDPOINT|REAL_DATA|CALCULATION|UI,3,DISCOVERY_REQUIRED,UNKNOWN,"Confirm the canonical endpoint and explicit real data source, then capture a non-empty structured response profile.",endpoint_verified=true;real_data_verified=true;response_profile=PASS,true
B13_ENDPOINT_REAL_DATA,13,13,CAP-2B9AC68DB1D6,Assert No Decision Mutation,ENDPOINT_REAL_DATA,false,true,true,ENDPOINT|REAL_DATA|CALCULATION,4,UI_PARTIAL,UNKNOWN,"Confirm the canonical endpoint and explicit real data source, then capture a non-empty structured response profile.",endpoint_verified=true;real_data_verified=true;response_profile=PASS,true
B13_ENDPOINT_REAL_DATA,13,14,CAP-3A5ED3DB0C0D,Risk Label,ENDPOINT_REAL_DATA,false,true,true,ENDPOINT|REAL_DATA|CALCULATION,4,SERVICE_CONNECTED,REAL_LIVE,"Confirm the canonical endpoint and explicit real data source, then capture a non-empty structured response profile.",endpoint_verified=true;real_data_verified=true;response_profile=PASS,true
B13_ENDPOINT_REAL_DATA,13,15,CAP-552A04A27A0F,Scenario Report,ENDPOINT_REAL_DATA,false,true,true,ENDPOINT|REAL_DATA|CALCULATION,4,SERVICE_CONNECTED,UNKNOWN,"Confirm the canonical endpoint and explicit real data source, then capture a non-empty structured response profile.",endpoint_verified=true;real_data_verified=true;response_profile=PASS,true
B13_ENDPOINT_REAL_DATA,13,16,CAP-805630C7C819,Attach Report,ENDPOINT_REAL_DATA,false,true,true,ENDPOINT|REAL_DATA|CALCULATION,4,SERVICE_CONNECTED,UNKNOWN,"Confirm the canonical endpoint and explicit real data source, then capture a non-empty structured response profile.",endpoint_verified=true;real_data_verified=true;response_profile=PASS,true
B13_ENDPOINT_REAL_DATA,13,17,CAP-98156F574B28,Risk Warnings,ENDPOINT_REAL_DATA,false,true,true,ENDPOINT|REAL_DATA|CALCULATION,4,SERVICE_CONNECTED,REAL_LIVE,"Confirm the canonical endpoint and explicit real data source, then capture a non-empty structured response profile.",endpoint_verified=true;real_data_verified=true;response_profile=PASS,true
B13_ENDPOINT_REAL_DATA,13,18,CAP-9BE0DE3ADC89,Generate Report,ENDPOINT_REAL_DATA,false,true,true,ENDPOINT|REAL_DATA|CALCULATION,4,SERVICE_CONNECTED,UNKNOWN,"Confirm the canonical endpoint and explicit real data source, then capture a non-empty structured response profile.",endpoint_verified=true;real_data_verified=true;response_profile=PASS,true
