ID	Category	Classification	SourcePath	SourceFile	SourceLines	SHA256	Snippet	Notes
EVD-19a12acf4807	RTL_LTR_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Admin_Console.html	NDSP_Admin_Console.html	2	fc9c20b3222082bc132b6e4ab02b1305e23918b455e37b36829ec1c28b3a6c49	"<html lang=""en"" dir=""ltr"">"	Candidate evidence only; manual verification required.
EVD-fb505a4a4f9b	RTL_LTR_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Admin_Console.html	NDSP_Admin_Console.html	24	fc9c20b3222082bc132b6e4ab02b1305e23918b455e37b36829ec1c28b3a6c49	"body[dir=""ltr""]{font-family:""Sora"",""IBM Plex Sans Arabic"",sans-serif}"	Candidate evidence only; manual verification required.
EVD-31ac70a8d3e4	RTL_LTR_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Admin_Console.html	NDSP_Admin_Console.html	27	fc9c20b3222082bc132b6e4ab02b1305e23918b455e37b36829ec1c28b3a6c49	"body[dir=""ltr""] h1,body[dir=""ltr""] h2,body[dir=""ltr""] h3{font-family:""Sora"",sans-serif}"	Candidate evidence only; manual verification required.
EVD-cc9729008515	RTL_LTR_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Admin_Console.html	NDSP_Admin_Console.html	71	fc9c20b3222082bc132b6e4ab02b1305e23918b455e37b36829ec1c28b3a6c49	"body[dir=""ltr""] .card-h .t{font-family:""Sora""}"	Candidate evidence only; manual verification required.
EVD-5668dad7e12c	RTL_LTR_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Admin_Console.html	NDSP_Admin_Console.html	168	fc9c20b3222082bc132b6e4ab02b1305e23918b455e37b36829ec1c28b3a6c49	"<body dir=""ltr""><div style=""margin:16px 0""><a href=""NDSP_Admin_Operations_Center.html"" style=""color:#d4af37;font-weight:800"">فتح مركز عمليات الإدارة الجديد</a></div>"	Candidate evidence only; manual verification required.
EVD-f70f3b4e0234	RTL_LTR_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Admin_Console.html	NDSP_Admin_Console.html	208	fc9c20b3222082bc132b6e4ab02b1305e23918b455e37b36829ec1c28b3a6c49	"<div class=""navitem"" data-v=""security""><span class=""ic"">⛨</span><span data-i=""nSecurity"">الأمان والترجمة</span></div>"	Candidate evidence only; manual verification required.
EVD-5f2610d1426c	RTL_LTR_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Admin_Console.html	NDSP_Admin_Console.html	281	fc9c20b3222082bc132b6e4ab02b1305e23918b455e37b36829ec1c28b3a6c49	"document.documentElement.lang=lang; document.documentElement.dir=lang===""ar""?""rtl"":""ltr""; document.body.dir=document.documentElement.dir;"	Candidate evidence only; manual verification required.
EVD-d48849f56eb3	RTL_LTR_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Admin_Console.html	NDSP_Admin_Console.html	452	fc9c20b3222082bc132b6e4ab02b1305e23918b455e37b36829ec1c28b3a6c49	"v === ""arabic"" || v === ""english"" || v === ""العربية"";"	Candidate evidence only; manual verification required.
EVD-5c1166d939e8	RTL_LTR_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Admin_Console.html	NDSP_Admin_Console.html	458	fc9c20b3222082bc132b6e4ab02b1305e23918b455e37b36829ec1c28b3a6c49	return /lang|language|locale|لغة|لسان/.test(meta) || /العربية|english|arabic/.test(text);	Candidate evidence only; manual verification required.
EVD-28a1f3b1496f	RTL_LTR_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Admin_Console.html	NDSP_Admin_Console.html	471	fc9c20b3222082bc132b6e4ab02b1305e23918b455e37b36829ec1c28b3a6c49	"var hasAr = opts.some(function(o){ return n(o.value) === ""ar"" || n(o.textContent).indexOf(""العربية"") >= 0; });"	Candidate evidence only; manual verification required.
