ID	Category	Classification	SourcePath	SourceFile	SourceLines	SHA256	Snippet	Notes
EVD-456c0b163a71	SERVICE_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Admin_Console.html	NDSP_Admin_Console.html	1079	fc9c20b3222082bc132b6e4ab02b1305e23918b455e37b36829ec1c28b3a6c49	"<table><thead><tr><th data-i=""thService"">الخدمة</th><th data-i=""thStateC"">الحالة</th><th data-i=""thLatency"">زمن الاستجابة</th><th data-i=""thChecked"">آخر فحص</th></tr></thead><tbody id=""healthBody""></t</</</</"	Candidate evidence only; manual verification required.
EVD-e129b9a10eea	SERVICE_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Admin_Console.html	NDSP_Admin_Console.html	1287	fc9c20b3222082bc132b6e4ab02b1305e23918b455e37b36829ec1c28b3a6c49	"thMarket:""السوق"",thAssetsN:""عدد الأصول"",thStateC:""الحالة"",thAudit:""تصنيف التدقيق"",thService:""الخدمة"",thLatency:""زمن الاستجابة"",thChecked:""آخر فحص"","	Candidate evidence only; manual verification required.
EVD-a16328a92927	SERVICE_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Admin_Console.html	NDSP_Admin_Console.html	1322	fc9c20b3222082bc132b6e4ab02b1305e23918b455e37b36829ec1c28b3a6c49	"thMarket:""Market"",thAssetsN:""Assets"",thStateC:""State"",thAudit:""Audit class"",thService:""Service"",thLatency:""Latency"",thChecked:""Last check"","	Candidate evidence only; manual verification required.
EVD-54de0ecec056	SERVICE_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Admin_Console.html	NDSP_Admin_Console.html	1391	fc9c20b3222082bc132b6e4ab02b1305e23918b455e37b36829ec1c28b3a6c49	"{s:[""خدمة التنبيهات"",""Alerts service""],st:""b-warn"",sl:[""تأخّر بسيط"",""Minor lag""],lat:""310ms"",t:[""قبل ٢٠ث"",""20s""]},"	Candidate evidence only; manual verification required.
EVD-231c75790871	SERVICE_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Terms_Privacy.html	NDSP_Terms_Privacy.html	165	ee7b49a006c010a872becb3799eb7aee58229ed6c2f0a7a7717c8028f7f60ad1	"{n:""١"",h:[""طبيعة الخدمة"",""Nature of the service""],body:["	Candidate evidence only; manual verification required.
EVD-adf8167428b2	SERVICE_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Terms_Privacy.html	NDSP_Terms_Privacy.html	186	ee7b49a006c010a872becb3799eb7aee58229ed6c2f0a7a7717c8028f7f60ad1	"[""إلى الحد الذي يسمح به النظام، لا تتحمّل DSP أي مسؤولية عن خسائر أو أضرار ناتجة عن قرارات اتخذتها بالاعتماد على المخرجات. الخدمة تُقدَّم «كما هي» دون ضمانات ضمنية."",""To the extent permitted by law, DSP bears no liability for losses or damages arising from decisions you made relying on the outputs. The service is provided 'as is' without implied warranties.""]]},"	Candidate evidence only; manual verification required.
EVD-365b91a6cc63	SERVICE_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/NDSP_Terms_Privacy.html	NDSP_Terms_Privacy.html	205	ee7b49a006c010a872becb3799eb7aee58229ed6c2f0a7a7717c8028f7f60ad1	"[""نحتفظ بالبيانات للمدة اللازمة للخدمة والالتزامات النظامية، ثم تُحذف أو تُجهَّل. نطبّق تحديد المعدّل، تسجيل التدقيق، ونسخًا احتياطية قبل أي تعديل."",""We retain data for as long as needed for the service and legal obligations, then delete or anonymize it. We apply rate limiting, audit logging, and backups before any change.""]]},"	Candidate evidence only; manual verification required.
EVD-0ba0715dabd3	SERVICE_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/data/owner-layer-source-map.json	owner-layer-source-map.json	764	23577d6618e75c762e47078400fbeb8a48f0d2cea50611272cff2a18b4ad55ff	"""َّل في الخادم. لا ساعة عامة ولا تمديد تلقائي.\"", thSignals:\""إشارات آمنة\"",thAction:\""إجراء\"",thFeature:\""الميزة\"",thInst:\""المؤسسية\"",thMethod:\""الطريقة\"",thAmount:\""المبلغ\"",thState:\""الحالة\"", thMarket:\""السوق\"",thAssetsN:\""عدد الأصول\"",thStateC:\""الحالة\"",thAudit:\""تصنيف التدقيق\"",thService:\""الخدمة\"",thLatency:\""زمن الاستجابة\"",thChecked:\""آخر فحص\"", thSignal:\""الإشارة\"",thCount:\""العدد\"",thTrend:\""ا"""	Candidate evidence only; manual verification required.
EVD-668a1926035c	SERVICE_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/data/owner-layer-source-map.json	owner-layer-source-map.json	772	23577d6618e75c762e47078400fbeb8a48f0d2cea50611272cff2a18b4ad55ff	"""َّل في الخادم. لا ساعة عامة ولا تمديد تلقائي.\"", thSignals:\""إشارات آمنة\"",thAction:\""إجراء\"",thFeature:\""الميزة\"",thInst:\""المؤسسية\"",thMethod:\""الطريقة\"",thAmount:\""المبلغ\"",thState:\""الحالة\"", thMarket:\""السوق\"",thAssetsN:\""عدد الأصول\"",thStateC:\""الحالة\"",thAudit:\""تصنيف التدقيق\"",thService:\""الخدمة\"",thLatency:\""زمن الاستجابة\"",thChecked:\""آخر فحص\"", thSignal:\""الإشارة\"",thCount:\""العدد\"",thTrend:\""ا"""	Candidate evidence only; manual verification required.
EVD-1009d8b4f3ed	SERVICE_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/index.html	index.html	1073	29f3e8fa5505b4255196a2fc12649c895bd1d629049ee00295f4d3a4e8b88e57	"<table><thead><tr><th data-i=""thService"">الخدمة</th><th data-i=""thStateC"">الحالة</th><th data-i=""thLatency"">زمن الاستجابة</th><th data-i=""thChecked"">آخر فحص</th></tr></thead><tbody id=""healthBody""></t</</</</"	Candidate evidence only; manual verification required.
EVD-4ab06734fa96	SERVICE_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/index.html	index.html	1281	29f3e8fa5505b4255196a2fc12649c895bd1d629049ee00295f4d3a4e8b88e57	"thMarket:""السوق"",thAssetsN:""عدد الأصول"",thStateC:""الحالة"",thAudit:""تصنيف التدقيق"",thService:""الخدمة"",thLatency:""زمن الاستجابة"",thChecked:""آخر فحص"","	Candidate evidence only; manual verification required.
EVD-5e740a810228	SERVICE_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/index.html	index.html	1316	29f3e8fa5505b4255196a2fc12649c895bd1d629049ee00295f4d3a4e8b88e57	"thMarket:""Market"",thAssetsN:""Assets"",thStateC:""State"",thAudit:""Audit class"",thService:""Service"",thLatency:""Latency"",thChecked:""Last check"","	Candidate evidence only; manual verification required.
EVD-17b654f8c7ef	SERVICE_DISCOVERY	INFERRED_FROM_SOURCE	apps/admin-console/index.html	index.html	1385	29f3e8fa5505b4255196a2fc12649c895bd1d629049ee00295f4d3a4e8b88e57	"{s:[""خدمة التنبيهات"",""Alerts service""],st:""b-warn"",sl:[""تأخّر بسيط"",""Minor lag""],lat:""310ms"",t:[""قبل ٢٠ث"",""20s""]},"	Candidate evidence only; manual verification required.
EVD-2d2678625037	SERVICE_DISCOVERY	INFERRED_FROM_SOURCE	apps/ndsp-layers-api/app.py	app.py	409	d7f05bb3b4e23505240c66794b71ed8a93a7198d5e30baf0ee6d49011a537e69	"""service"": ""ndsp-layers-api"","	Candidate evidence only; manual verification required.
