batch_id,execution_order,batch_position,capability_id,capability_name,p0_signature,service_gap,endpoint_gap,real_data_gap,remaining_gaps,passed_dimension_count,existing_coverage_state,data_state,remediation_action,closure_condition,human_confirmation_required
B19_ENDPOINT_ONLY,19,1,CAP-834DF8F1DE14,User From Auth Me,ENDPOINT_ONLY,false,true,false,ENDPOINT|UI,5,UI_PARTIAL,REAL_SNAPSHOT,Confirm the canonical read-only endpoint and add contract plus non-mutating response evidence.,endpoint_verified=true;contract_evidence=PASS,true
B19_ENDPOINT_ONLY,19,2,CAP-85BB71BCB158,V461 Market Path,ENDPOINT_ONLY,false,true,false,ENDPOINT|UI,5,UI_PARTIAL,REAL_SNAPSHOT,Confirm the canonical read-only endpoint and add contract plus non-mutating response evidence.,endpoint_verified=true;contract_evidence=PASS,true
B19_ENDPOINT_ONLY,19,3,CAP-978D970F265C,Ndsp Alert Audit,ENDPOINT_ONLY,false,true,false,ENDPOINT|UI,5,UI_PARTIAL,REAL_SNAPSHOT,Confirm the canonical read-only endpoint and add contract plus non-mutating response evidence.,endpoint_verified=true;contract_evidence=PASS,true
B19_ENDPOINT_ONLY,19,4,CAP-9F0C0925830C,Get User Counts,ENDPOINT_ONLY,false,true,false,ENDPOINT|UI,5,UI_PARTIAL,REAL_SNAPSHOT,Confirm the canonical read-only endpoint and add contract plus non-mutating response evidence.,endpoint_verified=true;contract_evidence=PASS,true
B19_ENDPOINT_ONLY,19,5,CAP-E2BE53CEC0F0,Insert User,ENDPOINT_ONLY,false,true,false,ENDPOINT|UI,5,UI_PARTIAL,REAL_SNAPSHOT,Confirm the canonical read-only endpoint and add contract plus non-mutating response evidence.,endpoint_verified=true;contract_evidence=PASS,true
B19_ENDPOINT_ONLY,19,6,CAP-E7E2EB1C570D,Activate User By Token,ENDPOINT_ONLY,false,true,false,ENDPOINT|UI,5,UI_PARTIAL,REAL_SNAPSHOT,Confirm the canonical read-only endpoint and add contract plus non-mutating response evidence.,endpoint_verified=true;contract_evidence=PASS,true
B19_ENDPOINT_ONLY,19,7,CAP-EEA57DDC5CC1,Current User,ENDPOINT_ONLY,false,true,false,ENDPOINT|UI,5,UI_PARTIAL,REAL_SNAPSHOT,Confirm the canonical read-only endpoint and add contract plus non-mutating response evidence.,endpoint_verified=true;contract_evidence=PASS,true
B19_ENDPOINT_ONLY,19,8,CAP-EF7009376528,User From Jwt,ENDPOINT_ONLY,false,true,false,ENDPOINT|UI,5,UI_PARTIAL,REAL_SNAPSHOT,Confirm the canonical read-only endpoint and add contract plus non-mutating response evidence.,endpoint_verified=true;contract_evidence=PASS,true
B19_ENDPOINT_ONLY,19,9,CAP-F1DC3D02D328,Find Users Table,ENDPOINT_ONLY,false,true,false,ENDPOINT|UI,5,UI_PARTIAL,REAL_SNAPSHOT,Confirm the canonical read-only endpoint and add contract plus non-mutating response evidence.,endpoint_verified=true;contract_evidence=PASS,true
B19_ENDPOINT_ONLY,19,10,CAP-FABD911344A4,Sync Admin Users Json Safe,ENDPOINT_ONLY,false,true,false,ENDPOINT|UI,5,UI_PARTIAL,REAL_SNAPSHOT,Confirm the canonical read-only endpoint and add contract plus non-mutating response evidence.,endpoint_verified=true;contract_evidence=PASS,true
B19_ENDPOINT_ONLY,19,11,CAP-A1CD5A0B9B66,Market Type For,ENDPOINT_ONLY,false,true,false,ENDPOINT,6,SERVICE_CONNECTED,REAL_SNAPSHOT,Confirm the canonical read-only endpoint and add contract plus non-mutating response evidence.,endpoint_verified=true;contract_evidence=PASS,true
