batch_id,capability_id,capability_name,p0_signature,service_required,endpoint_required,real_data_required,service_evidence_found,endpoint_evidence_found,real_data_evidence_found,candidate_count,selected_evidence_paths,machine_closed,human_confirmation_required
B04_SERVICE_ENDPOINT_REAL_DATA,CAP-DC15995EDA27,Get Market Positioning,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,168,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B04_SERVICE_ENDPOINT_REAL_DATA,CAP-DF40660C63CA,L13 Nawaf Golden Signal,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,173,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B04_SERVICE_ENDPOINT_REAL_DATA,CAP-E8CD1B8A7BD1,Test Missing Report After Due Is Blocked,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,227,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B04_SERVICE_ENDPOINT_REAL_DATA,CAP-E95E0383A2D2,L10 Liquidity Structure Confirmation,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,191,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B04_SERVICE_ENDPOINT_REAL_DATA,CAP-EBA92C8CC7A3,Cot Category Position,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,141,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B04_SERVICE_ENDPOINT_REAL_DATA,CAP-F055FF631E76,Black Layer Quality Effect From State,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,216,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B04_SERVICE_ENDPOINT_REAL_DATA,CAP-F2E85E1A728A,Calculate Total Quality,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,164,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B04_SERVICE_ENDPOINT_REAL_DATA,CAP-F8B1EB888DF2,L11 Usd Macro Filter,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,170,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B04_SERVICE_ENDPOINT_REAL_DATA,CAP-FB4432B956FA,Decision Trace Attributes,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,208,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B04_SERVICE_ENDPOINT_REAL_DATA,CAP-FC41FDD8C092,Create Trial Guard,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,209,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B04_SERVICE_ENDPOINT_REAL_DATA,CAP-0C985C4FB835,Candidate Score,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,240,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B04_SERVICE_ENDPOINT_REAL_DATA,CAP-11F0D3942A02,Market Record,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,314,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B04_SERVICE_ENDPOINT_REAL_DATA,CAP-12E31072A87A,Decision Page,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,292,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B04_SERVICE_ENDPOINT_REAL_DATA,CAP-1F54C2BF216C,Market For Symbol,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,287,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B04_SERVICE_ENDPOINT_REAL_DATA,CAP-24225EF8944D,Embedded Decision Layer Summary V134,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,265,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B04_SERVICE_ENDPOINT_REAL_DATA,CAP-393D853966BA,Candidate Score,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,218,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
