batch_id,execution_order,batch_position,capability_id,capability_name,p0_signature,service_gap,endpoint_gap,real_data_gap,remaining_gaps,passed_dimension_count,existing_coverage_state,data_state,remediation_action,closure_condition,human_confirmation_required
B02_SERVICE_ENDPOINT_REAL_DATA,2,1,CAP-5784897BCF65,Cot Report Family,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,UI_PARTIAL,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B02_SERVICE_ENDPOINT_REAL_DATA,2,2,CAP-57F9FE89ED2E,L15 Devils Advocate,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,SOURCE_IDENTIFIED,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B02_SERVICE_ENDPOINT_REAL_DATA,2,3,CAP-59F16279C194,Conflict Engine,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,SOURCE_IDENTIFIED,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B02_SERVICE_ENDPOINT_REAL_DATA,2,4,CAP-5F632EA34B8F,002 Signal Decisions,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,UI_PARTIAL,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B02_SERVICE_ENDPOINT_REAL_DATA,2,5,CAP-64E81F08FD02,Dqsdecision State,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,SOURCE_IDENTIFIED,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B02_SERVICE_ENDPOINT_REAL_DATA,2,6,CAP-6B497F45D014,Init,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,SOURCE_IDENTIFIED,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B02_SERVICE_ENDPOINT_REAL_DATA,2,7,CAP-6C1350BBA4A7,Init,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,UI_PARTIAL,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B02_SERVICE_ENDPOINT_REAL_DATA,2,8,CAP-6F9609BABB9D,Score,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,UI_PARTIAL,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B02_SERVICE_ENDPOINT_REAL_DATA,2,9,CAP-7221B578D5AA,Compute Tdl Trade Horizon Addons,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,SOURCE_IDENTIFIED,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B02_SERVICE_ENDPOINT_REAL_DATA,2,10,CAP-72FE4FA915D8,Quality Grade,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,SOURCE_IDENTIFIED,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B02_SERVICE_ENDPOINT_REAL_DATA,2,11,CAP-76B70495D201,Test Cot Spine,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,UI_PARTIAL,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B02_SERVICE_ENDPOINT_REAL_DATA,2,12,CAP-77818ECC2F15,Market Positioning,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,SOURCE_IDENTIFIED,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B02_SERVICE_ENDPOINT_REAL_DATA,2,13,CAP-77BC55243F4F,Black Layer Engine,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,SOURCE_IDENTIFIED,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B02_SERVICE_ENDPOINT_REAL_DATA,2,14,CAP-793E22D57579,Macro Quality Stack Effect,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,SOURCE_IDENTIFIED,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B02_SERVICE_ENDPOINT_REAL_DATA,2,15,CAP-7C8F6B1D672F,Test Macro Quality Stack Effect,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,SOURCE_IDENTIFIED,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B02_SERVICE_ENDPOINT_REAL_DATA,2,16,CAP-7E277EBB15C8,Evaluate Data Quality,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,SOURCE_IDENTIFIED,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B02_SERVICE_ENDPOINT_REAL_DATA,2,17,CAP-879F3BBEFD90,Nmp Engine,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,SOURCE_IDENTIFIED,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B02_SERVICE_ENDPOINT_REAL_DATA,2,18,CAP-8A41EB527D76,Test Quality Effect Values,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,SOURCE_IDENTIFIED,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B02_SERVICE_ENDPOINT_REAL_DATA,2,19,CAP-8FF4FBA642FA,Is Trial Plan,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,UI_PARTIAL,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B02_SERVICE_ENDPOINT_REAL_DATA,2,20,CAP-9194D34E554D,L09 Momentum Engine,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,SOURCE_IDENTIFIED,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B02_SERVICE_ENDPOINT_REAL_DATA,2,21,CAP-925576F38DE9,Entitlements,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,UI_PARTIAL,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B02_SERVICE_ENDPOINT_REAL_DATA,2,22,CAP-98386BEB7419,Scenario,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,UI_PARTIAL,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
