batch_id,capability_id,capability_name,p0_signature,service_required,endpoint_required,real_data_required,service_evidence_found,endpoint_evidence_found,real_data_evidence_found,candidate_count,selected_evidence_paths,machine_closed,human_confirmation_required
B02_SERVICE_ENDPOINT_REAL_DATA,CAP-5784897BCF65,Cot Report Family,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,152,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B02_SERVICE_ENDPOINT_REAL_DATA,CAP-57F9FE89ED2E,L15 Devils Advocate,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,156,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B02_SERVICE_ENDPOINT_REAL_DATA,CAP-59F16279C194,Conflict Engine,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,132,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B02_SERVICE_ENDPOINT_REAL_DATA,CAP-5F632EA34B8F,002 Signal Decisions,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,144,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B02_SERVICE_ENDPOINT_REAL_DATA,CAP-64E81F08FD02,Dqsdecision State,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,197,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B02_SERVICE_ENDPOINT_REAL_DATA,CAP-6B497F45D014,Init,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,131,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B02_SERVICE_ENDPOINT_REAL_DATA,CAP-6C1350BBA4A7,Init,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,137,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B02_SERVICE_ENDPOINT_REAL_DATA,CAP-6F9609BABB9D,Score,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,60,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B02_SERVICE_ENDPOINT_REAL_DATA,CAP-7221B578D5AA,Compute Tdl Trade Horizon Addons,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,127,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B02_SERVICE_ENDPOINT_REAL_DATA,CAP-72FE4FA915D8,Quality Grade,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,149,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B02_SERVICE_ENDPOINT_REAL_DATA,CAP-76B70495D201,Test Cot Spine,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,198,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B02_SERVICE_ENDPOINT_REAL_DATA,CAP-77818ECC2F15,Market Positioning,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,162,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B02_SERVICE_ENDPOINT_REAL_DATA,CAP-77BC55243F4F,Black Layer Engine,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,140,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B02_SERVICE_ENDPOINT_REAL_DATA,CAP-793E22D57579,Macro Quality Stack Effect,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,157,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B02_SERVICE_ENDPOINT_REAL_DATA,CAP-7C8F6B1D672F,Test Macro Quality Stack Effect,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,226,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B02_SERVICE_ENDPOINT_REAL_DATA,CAP-7E277EBB15C8,Evaluate Data Quality,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,146,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
B02_SERVICE_ENDPOINT_REAL_DATA,CAP-879F3BBEFD90,Nmp Engine,SERVICE_ENDPOINT_REAL_DATA,true,true,true,true,true,true,157,docs/99-governance/pr-019-capability-discovery-audit/PR019_ACTIVE_CAPABILITY_CATALOG.json,true,true
