batch_id,execution_order,batch_position,capability_id,capability_name,p0_signature,service_gap,endpoint_gap,real_data_gap,remaining_gaps,passed_dimension_count,existing_coverage_state,data_state,remediation_action,closure_condition,human_confirmation_required
B03_SERVICE_ENDPOINT_REAL_DATA,3,1,CAP-9CE3E0097964,Legacy Structure.Test,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,SOURCE_IDENTIFIED,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B03_SERVICE_ENDPOINT_REAL_DATA,3,2,CAP-9EBA342E67D3,Cot Group Result,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,UI_PARTIAL,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B03_SERVICE_ENDPOINT_REAL_DATA,3,3,CAP-A7ABC91DE76D,Layer Orchestrator V2,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,SOURCE_IDENTIFIED,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B03_SERVICE_ENDPOINT_REAL_DATA,3,4,CAP-A8D7E661F420,Cot Intelligence Engine,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,UI_PARTIAL,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B03_SERVICE_ENDPOINT_REAL_DATA,3,5,CAP-A98D5DB42F71,L05 Divergence Engine,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,SOURCE_IDENTIFIED,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B03_SERVICE_ENDPOINT_REAL_DATA,3,6,CAP-ABBB5A76429B,Cftc Auto Provider,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,UI_PARTIAL,MOCK_ONLY,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B03_SERVICE_ENDPOINT_REAL_DATA,3,7,CAP-AE455CB3C917,Get User Trial Record,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,UI_PARTIAL,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B03_SERVICE_ENDPOINT_REAL_DATA,3,8,CAP-AEB35386E738,Cot Validity,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,UI_PARTIAL,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B03_SERVICE_ENDPOINT_REAL_DATA,3,9,CAP-B4428CF8E186,Attach Tdl Trade Horizon Addons,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,SOURCE_IDENTIFIED,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B03_SERVICE_ENDPOINT_REAL_DATA,3,10,CAP-B4893A636311,Entitlement Decision,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,UI_PARTIAL,MOCK_ONLY,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B03_SERVICE_ENDPOINT_REAL_DATA,3,11,CAP-B605828A4A25,Explain Decision,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,UI_PARTIAL,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B03_SERVICE_ENDPOINT_REAL_DATA,3,12,CAP-B6E807178F84,Evaluate Completed Decision,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,SOURCE_IDENTIFIED,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B03_SERVICE_ENDPOINT_REAL_DATA,3,13,CAP-B9DDB970C292,Resolve Cot Asset Mapping,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,UI_PARTIAL,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B03_SERVICE_ENDPOINT_REAL_DATA,3,14,CAP-BFA23B0D6145,Test Nmp Uses Open At Indicator Extreme,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,SOURCE_IDENTIFIED,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B03_SERVICE_ENDPOINT_REAL_DATA,3,15,CAP-C30ED71E7598,Test Cot No Execution,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,UI_PARTIAL,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B03_SERVICE_ENDPOINT_REAL_DATA,3,16,CAP-C807F0E54F0D,Expected Cot Cycle,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,UI_PARTIAL,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B03_SERVICE_ENDPOINT_REAL_DATA,3,17,CAP-C92342987A74,Backtest Engine,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,UI_PARTIAL,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B03_SERVICE_ENDPOINT_REAL_DATA,3,18,CAP-CBBAC7D35B02,L9 Horizon Structure,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,SOURCE_IDENTIFIED,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B03_SERVICE_ENDPOINT_REAL_DATA,3,19,CAP-CDAA43AE2E9B,Cot Asset Class,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,UI_PARTIAL,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B03_SERVICE_ENDPOINT_REAL_DATA,3,20,CAP-CDE607434C8D,Cot Direction,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,UI_PARTIAL,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B03_SERVICE_ENDPOINT_REAL_DATA,3,21,CAP-D2456D13432E,Test Cot Gate,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,UI_PARTIAL,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B03_SERVICE_ENDPOINT_REAL_DATA,3,22,CAP-D25A181573FA,Current Authority Key,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,SOURCE_IDENTIFIED,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
B03_SERVICE_ENDPOINT_REAL_DATA,3,23,CAP-D5D7C8174439,L14 Nawaf Enhanced Golden Signal,SERVICE_ENDPOINT_REAL_DATA,true,true,true,SERVICE|ENDPOINT|REAL_DATA|CALCULATION|UI,2,SOURCE_IDENTIFIED,UNKNOWN,"Map the runtime service, expose or confirm the read-only endpoint, connect an explicit real data source, then capture runtime proof.",service_mapped=true;endpoint_verified=true;real_data_verified=true;runtime_probe=PASS,true
